category,sub_category,job_title,province,job_company,job_industry,job_finance,job_scale,job_welfare,job_experience,job_education,job_skills,salary_lower,salary_high,city,district,street
后端开发,语音/视频/图形开发,几何算法工程师,广东,深圳量匠智造科技,计算机软件,天使轮,20-99人,"五险一金,定期体检,股票期权,节日福利,团建聚餐,生日福利,零食下午茶,保底工资,全勤奖,带薪年假,员工旅游",0,本科,"图形开发/渲染,Python,C++,计算机图形学,图形开发经验",25,45,深圳,宝安区,新安
后端开发,语音/视频/图形开发,渲染引擎开发工程师-社区技术,北京,小红书,电子商务,D轮及以上,1000-9999人,"定期体检,餐补,五险一金,团建聚餐,住房补贴,带薪年假,零食下午茶,股票期权,包吃,年终奖,生日福利,加班补助",2,本科,"图形开发/渲染,C++,OpenGL,图形开发经验",30,50,北京,朝阳区,亚运村
后端开发,语音/视频/图形开发,影像效果工程师,陕西,域信通(西安),互联网,100-499人,无,"节日福利,带薪年假,加班补助,补充医疗保险,五险一金",1,学历不限,"C++,C,图形开发/渲染,图形开发经验",13,25,西安,雁塔区,沣惠南路
后端开发,语音/视频/图形开发,语音/视频/图形开发,辽宁,沈阳金麦广告有限公司,互联网,未融资,0-20人,意外险,0,3个月,视频,90,150元/天,沈阳,沈河区,五里河
后端开发,语音/视频/图形开发,流媒体网络传输专家,浙江,浙江大华,互联网,已上市,10000人以上,"餐补,员工旅游,免费班车,五险一金,通讯补贴,包吃,交通补助,带薪年假,节日福利,住房免息贷款,加班补助,补充医疗保险,定期体检,年终奖",3,本科,"流媒体技术,音视频开发",20,40,杭州,滨江区,西兴
后端开发,语音/视频/图形开发,camera开发工程师,江苏,荣耀终端有限公司,消费电子,不需要融资,10000人以上,"节日福利,零食下午茶,股票期权,加班补助,年终奖,通讯补贴,五险一金,带薪年假,补充医疗保险,免费班车,定期体检",3,本科,"C++,C,流媒体开发经验,计算机图形学,图形开发/渲染,,,,",30,60,南京,雨花台区,安德门
后端开发,语音/视频/图形开发,camera tuning,陕西,法本,计算机软件,已上市,10000人以上,"绩效奖金,零食下午茶,五险一金,节日福利,员工旅游,企业文化,定期体检,带薪年假",0,大专,"音视频编解码,效果调试,流媒体开发经验,,,,,,",12,24,西安,雁塔区,电子城
后端开发,语音/视频/图形开发,音视频开发工程师,广东,伟凌创芯,电子/半导体/集成电路,未融资,20-99人,"带薪年假,节日福利,定期体检,加班补助,年终奖,五险一金,包吃",2,本科,"C++,C,音视频/流媒体开发",12,22,深圳,南山区,科技园
后端开发,语音/视频/图形开发,图形平台开发工程师,北京,北京恒华伟业科技...,计算机软件,已上市,1000-9999人,"节日福利,五险一金,通讯补贴,加班补助,年终奖,带薪年假,餐补,补充医疗保险,交通补助,定期体检",2,本科,"javascript,webgl,bim,gis,cesium,threejs,",16,26,北京,朝阳区,立水桥
后端开发,语音/视频/图形开发,图形渲染工程师,广东,地外太璞,互联网,A轮,20-99人,"全勤奖,包吃,住房补贴,零食下午茶,员工旅游,餐补,股票期权,交通补助,加班补助,节日福利,带薪年假,五险一金,定期体检,年终奖",2,本科,"C++,U3D/UE4,OpenGL,计算机图形学,图形开发经验,",35,65,深圳,宝安区,西乡
后端开发,语音/视频/图形开发,kanzi开发工程师-南京(A55483),江苏,中科创达,计算机软件,已上市,10000人以上,"住房补贴,餐补,股票期权,年终奖,定期体检,节日福利,员工旅游,加班补助,五险一金,带薪年假,交通补助,全勤奖",1,本科,"C++,游戏开发经验,kanzi,OpenGL,图形开发/渲染",15,25,南京,雨花台区,安德门
后端开发,语音/视频/图形开发,自动驾驶仿真云平台-传感器仿真开发工程师,北京,四维图新,互联网,已上市,1000-9999人,"补充医疗保险,交通补助,节日福利,免费图书馆,绩效奖金,团建聚餐,通讯补贴,公司食堂,零食下午茶,年终奖,带薪年假,股票期权,咖啡厅,免费班车,意外险,定期体检,免费健身房,五险一金,员工旅游,餐补",1,本科,"传感器仿真,U3D,UE4,自动驾驶,三维场景,激光雷达,,",20,30,北京,海淀区,西北旺
后端开发,语音/视频/图形开发,视频开发工程师,陕西,西安华为,通信/网络设备,未融资,10000人以上,"节假日加班费,加班补助,定期体检,五险一金,员工旅游,夜班补助,带薪年假,补充医疗保险,节日福利,免费班车,有无线网,年终奖,股票期权,法定节假日三薪",0,本科,"流媒体技术,音视频编解码,C++,视觉图像算法,Android",12,24,西安,长安区,高新软件园
后端开发,语音/视频/图形开发,音频工程师,上海,上海华为技术有限公司,通信/网络设备,不需要融资,10000人以上,"生日福利,保底工资,定期体检,有无线网,节日福利,团建聚餐,员工旅游,免费班车,股票期权,节假日加班费,意外险,年终奖,零食下午茶,带薪年假,五险一金,加班补助,补充医疗保险,绩效奖金,法定节假日三薪",1,本科,"音视频编解码,音视频/流媒体开发,流媒体传输协议,",17,30,上海,青浦区,金泽
后端开发,语音/视频/图形开发,音视频实时通信研发工程师,上海,今日头条,互联网,未融资,10000人以上,"弹性工作制,年度体检,年终奖,免费健身设施,零食下午茶,节日礼品,餐补,带薪年假,团建聚餐,交通补助,餐饮及下午茶,家庭关爱假,法定节假日三薪,家属自选保险,就近租房补贴,股票期权,意外险,定期体检,补充医疗保险,五险一金",3,本科,"流媒体开发经验,直播/视频会议经验,音视频开发经验,,,,,,,,,,,",30,60,上海,杨浦区,五角场
后端开发,语音/视频/图形开发,数字孪生工程师,安徽,设计总院,交通/运输,已上市,1000-9999人,"节日福利,通讯补贴,定期体检,年终奖,包吃,交通补助,餐补,带薪年假,零食下午茶,五险一金",2,硕士,"C++,Java,U3D/UE4,WebGL,图形开发/渲染",20,40,合肥,蜀山区,长宁
后端开发,语音/视频/图形开发,3D渲染引擎高级开发工程师,上海,一汽奔腾,汽车研发/制造,未融资,1000-9999人,"定期体检,年终奖,带薪年假,餐补,五险一金",3,本科,"C#,Java,团队管理经验,U3D/UE4,计算机图形学,,,",40,50,上海,闵行区,梅陇
后端开发,语音/视频/图形开发,语音/视频/图形开发工程师,湖北,武汉有教,在线教育,天使轮,100-499人,"员工旅游,节日福利,交通补助,股票期权,全勤奖,零食下午茶,五险一金,带薪年假",1,本科,"音视频编解码,流媒体技术,C++,算法设计,语音算法,,",9,14,武汉,江夏区,光谷
后端开发,GIS工程师,webgis开发工程师,河南,中科宇图科技,环保,B轮,500-999人,"五险一金,定期体检,通讯补贴,节日福利,带薪年假,餐补",1,本科,"Cesium,OpenLayers,Vue,ArcGIS,GeoServer,,",6,11,郑州,中原区,高新区
后端开发,GIS工程师,webgis开发工程师,安徽,星图智慧,计算机软件,未融资,100-499人,"餐补,员工旅游,定期体检,股票期权,生日福利,带薪年假,意外险,工龄奖,补充医疗保险,绩效奖金,有无线网,节日福利,住房补贴,团建聚餐,五险一金,零食下午茶",2,硕士,"ArcGIS,地理信息/测绘工程相关专业,计算机相关专业,",10,15,合肥,蜀山区,高新区
后端开发,GIS工程师,内业负责人,湖南,俊辉创联,大数据,未融资,20-99人,"节日福利,加班补助,年终奖,五险一金,带薪年假",1,本科,"ArcGIS,数据结构,图形图像处理",5,7,长沙,天心区,省政府
后端开发,GIS工程师,gis工程师,安徽,恒岳网络,互联网,未融资,100-499人,"五险一金,全勤奖,股票期权,年终奖,定期体检,带薪年假,节日福利",0,本科,"CSS,HTML,JavaScript,地理信息/测绘工程相关专业,,",6,8,宣城,宣州区,大学城
后端开发,GIS工程师,WEBGIS开发工程师,陕西,智城数创,计算机软件,天使轮,20-99人,"节日福利,零食下午茶,底薪加提成,保底工资,定期体检,带薪年假,团建聚餐,绩效奖金,员工旅游,股票期权,年终奖,五险一金",3,本科,"ArcGIS,地理信息/测绘工程相关专业,团队管理经验,",15,20,西安,雁塔区,高新软件园
后端开发,GIS工程师,三维可视化平台开发,内蒙古,内蒙古知航科技,大数据,不需要融资,0-20人,"五险一金,绩效奖金,底薪加提成,保底工资,工龄奖,补充医疗保险",0,大专,"WebGIS开发经验,Java,Python",8,13,呼和浩特,赛罕区,大学东路
后端开发,GIS工程师,三维GIS研发工程师,四川,成都原子数据科技,计算机软件,不需要融资,20-99人,"意外险,工龄奖,五险一金,节日福利,生日福利,定期体检,带薪年假,零食下午茶,年终奖,团建聚餐",2,本科,"数据结构,Cesium,OSGEarth,OpenGL,C++,GLSL,",18,30,成都,武侯区,红牌楼
后端开发,GIS工程师,WebGIS开发工程师,北京,方正国际,计算机软件,已上市,1000-9999人,"带薪年假,交通补助,定期体检,节日福利,通讯补贴,五险一金,餐补,补充医疗保险",1,本科,"WebGL,Cesium,MapBox GL,Vue,Openlayers",12,20,北京,海淀区,中关村
后端开发,GIS工程师,GIS开发工程师,北京,云洁智安,计算机软件,未融资,20-99人,"股票期权,员工旅游,定期体检,节日福利,零食下午茶,带薪年假,五险一金,交通补助,加班补助,全勤奖,餐补,年终奖,通讯补贴",2,本科,"GIS系统,Gis开发,JavaScript,3D,图形图像处理,SQL",10,15,北京,通州区,中仓
后端开发,GIS工程师,gis数据处理工程师,山西,山西天宝,计算机服务,不需要融资,20-99人,"五险一金,年终奖,餐补,定期体检,节日福利",2,本科,"WebGL,SuperMap,GeoServer,,,,,,",4,6,太原,小店区,亲贤北街
后端开发,GIS工程师,GIS工程师,湖北,奥特美克,计算机软件,已上市,500-999人,"定期体检,年终奖,五险一金,团建聚餐,节日福利,股票期权,免费班车,带薪年假,通讯补贴,绩效奖金,员工旅游,餐补,全勤奖",2,本科,"SuperMap,ArcGIS,Cesium,数据结构",13,26,武汉,武昌区,大东门
后端开发,GIS工程师,GIS开发工程师,湖北,北大荒信息,大数据,不需要融资,100-499人,"通讯补贴,年终奖,五险一金,餐补,零食下午茶,股票期权,带薪年假,定期体检,节日福利,交通补助",0,3个月,"Cesium,Mapbox,React,Java,PostGIS,QGIS,,",150,200元/天,武汉,江夏区,流芳
后端开发,GIS工程师,GIS开发工程师,湖北,泰坤互创,计算机软件,20-99人,无,"五险一金,团建聚餐,带薪年假,年终奖,节日福利,餐补,生日福利,绩效奖金,全勤奖,加班补助",1,大专,"CSS,HTML,微服务架构,Vue,Bootstrap,Cesium,,",9,11,武汉,江夏区,光谷
后端开发,GIS工程师,webgis开发工程师,江苏,江苏晶众,智能硬件,未融资,20-99人,"五险一金,定期体检,带薪年假,餐补,节日福利",1,本科,"Three.js,OpenLayers,Java,ArcGIS",7,12,无锡,新吴区,旺庄
后端开发,GIS工程师,自然资源调查评价专员,湖北,洪房评估,房地产开发经营,未融资,100-499人,"加班补助,年终奖,零食下午茶,餐补,住房补贴,带薪年假,员工旅游,五险一金,节日福利,交通补助",1,本科,"ArcGIS,土地管理,地理信息,变更调查",6,8,武汉,武昌区,徐东大街
后端开发,区块链工程师,区块链技术人员,福建,福建熙星科技有限公司,大数据,不需要融资,20-99人,"底薪加提成,五险一金,带薪年假,加班补助",2,本科,区块链,11,12,福州,晋安区,新店
后端开发,区块链工程师,区块链云存储工程师,广东,缔息,通信/网络设备,20-99人,无,五险一金,2,本科,"分布式技术,数据结构,linux,goland",12,16,深圳,南山区,科技园
后端开发,区块链工程师,Golang区块链开发工程师,上海,Onchain,互联网,B轮,100-499人,"五险一金,补充医疗保险,员工旅游,定期体检,股票期权,零食下午茶,节日福利,带薪年假,司龄假",0,本科,智能合约,20,30,上海,杨浦区,五角场
后端开发,区块链工程师,区块链后端高级Golang开发,上海,万篇诗数字科技有...,移动互联网,不需要融资,20-99人,"生日会,五险一金,节日福利,零食下午茶,交通补助,带薪年假,股票期权,年终奖,定期体检,员工旅游",1,本科,"Golang,Python,区块链,go",16,22,上海,长宁区,中山公园
后端开发,区块链工程师,高级区块链开发工程师,广东,广州区块链新科技,计算机软件,B轮,20-99人,"股票期权,全勤奖,年终奖,员工旅游,补充医疗保险,零食下午茶,交通补助,节日福利,带薪年假,餐补,五险一金,住房补贴,定期体检,加班补助,通讯补贴,包吃",2,本科,"高级软件工程师,架构师,中级软件工程师,后端开发,,,,",15,30,广州,天河区,华景新城
后端开发,区块链工程师,高级 Rust 智能合约开发（Solana 区块链）,湖北,喻泽技术,计算机软件,20-99人,无,"保底工资,员工旅游,带薪年假,五险一金,绩效奖金,年终奖",3,本科,可远程,18,20,武汉,江夏区,流芳
后端开发,区块链工程师,软件开发.区块链方向,江西,房图科技,房地产开发经营,不需要融资,20-99人,"五险一金,带薪年假,员工旅游,节日福利",2,大专,"区块链,Go",10,15,南昌,东湖区,秋水广场
后端开发,区块链工程师,区块链Java高级开发工程师,广东,联易融,互联网金融,已上市,1000-9999人,"生日福利,团建聚餐,节日福利,节假日礼金,补充医疗保险,五险一金,零食下午茶,通讯补贴,年度体检,绩效奖金,交通补助,餐补,带薪年假,加班补助,定期体检,上下班免打卡,股票期权,年终奖",2,本科,"分布式技术,容器技术,微服务架构,隐私计算,区块链",23,45,深圳,南山区,科技园
后端开发,区块链工程师,智能合约开发,浙江,上义科技,计算机软件,A轮,20-99人,"年终奖,五险一金,股票期权,零食下午茶,带薪年假,餐补,全勤奖",0,学历不限,"DAPP,Defi,智能合约",500,1000元/天,杭州,钱塘区,金沙湖
后端开发,区块链工程师,区块链高级工程师,广东,智策科技,计算机软件,C轮,20-99人,"带薪年假,节日福利,五险一金,股票期权,年终奖,员工旅游,零食下午茶",2,本科,"Golang,Java,MySQL,计算机相关专业,,",22,30,深圳,南山区,西丽
后端开发,区块链工程师,Go区块链研发工程师,广东,广州胜维科技,互联网,天使轮,20-99人,"员工旅游,年终奖,节日福利,股票期权,零食下午茶,五险一金",2,学历不限,"Golang,PHP,MySQL,Golang服务端开发经验,,,,,",11,20,广州,天河区,珠江新城
后端开发,区块链工程师,区块链高级开发工程师,福建,顽皮像素,计算机软件,0-20人,无,"带薪年假,五险,团建聚餐,零食下午茶",1,本科,"Golang,计算机相关专业",10,15,厦门,思明区,前埔
后端开发,区块链工程师,区块链开发工程师,海南,后浪科技,企业服务,未融资,0-20人,"带薪年假,节日福利,员工旅游,加班补助,零食下午茶,全勤奖",1,本科,"C++,C#,Node.js,Java,JavaScript,Linux,数据结构,",15,25,海口,龙华区,滨海大道
后端开发,区块链工程师,区块链开发工程师,广东,昊盈,电子商务,未融资,20-99人,"补充医疗保险,带薪年假,员工旅游,年终奖,五险一金,节日福利,零食下午茶",3,大专,"SQL,多线程,网络协议,数据结构,消息队列,SpringCloud,,",20,40,深圳,宝安区,西乡
后端开发,区块链工程师,区块链高级研发工程师,北京,北京哈工创新,计算机软件,20-99人,无,"定期体检,五险一金,年终奖,员工旅游,带薪年假",1,学历不限,"Go,Python,Java,容器技术,Linux,区块链",15,25,北京,西城区,安贞
后端开发,全栈工程师,服务端开发工程师(海外用户增长方向),上海,上海从鲸信息技术,互联网,未融资,500-999人,五险一金,0,本科,"Java,C/C++,后端开发经验,全栈侧重后端,JavaScript,,",30,60,上海,长宁区,中山公园
后端开发,全栈工程师,高级全栈工程师,浙江,励得科技,电子商务,未融资,0-20人,"全勤奖,员工旅游,五险一金,节日福利",3,学历不限,"全栈无侧重,JavaScript,HTML,Vue,React,Java,,,,,,",350,400元/天,杭州,钱塘区,工业园南
后端开发,全栈工程师,web前端开发工程师,陕西,华为,计算机软件,不需要融资,10000人以上,"免费班车,股票期权,零食下午茶,补充医疗保险,加班补助,交通补助,带薪年假,夜班补助,生日福利,年终奖,绩效奖金,餐补,五险一金,法定节假日三薪,保底工资,意外险,员工旅游,定期体检,节日福利,节假日加班费",0,本科,"HTML,CSS,前端开发,Node.js,React",15,30,西安,雁塔区,高新软件园
后端开发,全栈工程师,高级全栈软件工程师,上海,飞协博国际货运代...,物流/仓储,D轮及以上,1000-9999人,"节日福利,五险一金,年终奖,零食下午茶,包吃,补充医疗保险,定期体检,绩效奖金,股票期权,意外险,带薪年假",3,本科,"全栈侧重后端,JavaScript,React,Java,,,,,",40,60,上海,静安区,静安寺
后端开发,全栈工程师,初级全栈工程师,湖南,超维空间,计算机软件,不需要融资,0-20人,"交通补助,团建聚餐,年终奖,五险一金",0,大专,"全栈侧重后端,Vue,Java,Spring/Spring Boot,,,",6,9,长沙,开福区,四方坪
后端开发,全栈工程师,全栈开发工程师,广东,xmind,互联网,不需要融资,20-99人,"带薪年假,年终奖,定期体检,员工旅游,五险一金,节日福利,餐补",2,本科,"全栈侧重前端,JavaScript,TypeScript,Node.js,,,",15,30,深圳,南山区,科技园
后端开发,全栈工程师,技术合伙&全栈工程师（兼职小程序开发）,北京,水天星河,互联网,未融资,20-99人,"五险一金,补充医疗保险,带薪年假,员工旅游,年终奖,股票期权",3,大专,"全栈侧重后端,Java,Golang,MySQL/Redis/MongoDB,,,",25000,45000元/月,北京,朝阳区,酒仙桥
后端开发,全栈工程师,网站小程序app前端后端，全栈设计开发,湖南,大沥网,互联网,0-20人,无,"全勤奖,节日福利,五险一金",1,大专,"前端开发,全栈开发,后端开发,Node.js,.NET,C#,,",8,10,湘潭,岳塘区,建鑫广场
后端开发,全栈工程师,高级全栈开发工程师（外包岗）+双休+社保,广东,元数据,计算机软件,不需要融资,20-99人,"带薪年假,节日福利,年终奖,餐补,员工旅游,全勤奖,零食下午茶,社会保险",3,大专,"全栈无侧重,HTML,CSS,Vue,Java,Spring/Spring Boot,,,,,",10,14,广州,番禺区,汉溪
后端开发,全栈工程师,全栈工程师,辽宁,易智造,计算机软件,未融资,0-20人,"五险一金,节日福利,带薪年假,年终奖,团建聚餐,有无线网",3,本科,"Java,CSS,Spring/Spring Boot,JavaScript,Vue,,,,",6,10,大连,甘井子区,生态新城
后端开发,全栈工程师,PHP全栈工程师,河北,洪文医械,医疗器械,不需要融资,0-20人,"加班补助,年终奖,节日福利,全勤奖,员工旅游,餐补",3,学历不限,"PHP,IT项目管理,软件工程师,系统集成工程师,IOS,",8,13,邯郸,邯山区,赵都新城
后端开发,全栈工程师,java全栈开发工程师,广东,纬泓软件,计算机软件,不需要融资,100-499人,"绩效奖金,生日福利,带薪年假,免费工装,五险一金,法定节假日三薪,餐补,零食下午茶,节假日加班费,节日福利,交通补助,定期体检,团建聚餐",2,大专,"Java,Spring/Spring Boot,后端开发经验,全栈侧重后端,,,,,",9,14,珠海,香洲区,唐家湾
后端开发,全栈工程师,软件工程师,山东,睿感信息,电子/半导体/集成电路,0-20人,无,"五险一金,交通补助,员工旅游,年终奖,住房补贴,加班补助,餐补,全勤奖,通讯补贴,节日福利",1,大专,全栈侧重前端,5,10,济南,历城区,华山
后端开发,全栈工程师,java全栈工程师,四川,诺比侃,智能硬件,C轮,100-499人,"节日福利,生日福利,交通补助,通讯补贴,团建聚餐,零食下午茶,带薪年假,员工旅游,餐补,股票期权,年终奖,五险一金",2,本科,"全栈无侧重,Java,Python,C/C++,全栈项目经验,",6,10,成都,双流区,东升
后端开发,全栈工程师,中级全栈开发工程师,北京,华易众欣,计算机服务,未融资,100-499人,"员工旅游,加班补助,通讯补贴,节日福利,餐补,年终奖,带薪年假,五险一金",2,本科,"Java,C++,全栈开发,NoSQL,MySQL,微服务架构,,",13,25,北京,海淀区,白石桥
后端开发,全栈工程师,高级全栈工程师,北京,约翰威立,学术/科研,已上市,10000人以上,"节日福利,团建聚餐,零食下午茶,带薪年假,定期体检,意外险,补充医疗保险,五险一金",3,本科,"全栈侧重前端,React,Java,全栈项目经验,",25,35,北京,朝阳区,太阳宫
后端开发,全栈工程师,软件开发工程师,陕西,华为,计算机软件,不需要融资,10000人以上,"生日福利,带薪年假,节日福利,零食下午茶,补充医疗保险,股票期权,法定节假日三薪,年终奖,绩效奖金,五险一金,节假日加班费,保底工资,交通补助,免费班车,餐补,加班补助,员工旅游,定期体检,夜班补助,意外险",1,本科,"Java,C语言,后端开发,前端开发,全栈开发,Go",12,20,西安,雁塔区,高新软件园
后端开发,全栈工程师,高阶程序员（前端及后端）,广东,创势贸易(深圳),进出口贸易,不需要融资,0-20人,"五险一金,加班补助,带薪年假",2,本科,"CSS,PHP,JavaScript,Node.js",12,20,深圳,龙岗区,坂田
后端开发,全栈工程师,全栈开发工程师,广东,新地曜石网络科技...,计算机软件,A轮,20-99人,"零食下午茶,五险一金,股票期权,带薪年假,年终奖",2,本科,"JavaScript,前端开发,后端开发,Node.js,数据结构,,,",20,40,深圳,南山区,海岸城
后端开发,全栈工程师,应用软件开发工程师,山东,小艇网络,计算机软件,未融资,0-20人,五险一金,0,本科,"Java,C++,Python,Shell,数据结构",4,7,青岛,崂山区,崂山风景区
后端开发,全栈工程师,全栈工程师,河南,莱芙网络,互联网,未融资,20-99人,"加班补助,包吃,通讯补贴,带薪年假,年终奖,员工旅游,节日福利,全勤奖",1,本科,PHP,8,10,郑州,金水区,汽配大世界
后端开发,全栈工程师,高级JAVA工程师,湖南,武汉盛博汇,计算机软件,不需要融资,100-499人,"年终奖,加班补助,零食下午茶,通讯补贴,节日福利,五险一金",3,大专,"Java,JavaScript,医疗,ERP",13,17,长沙,岳麓区,麓谷
后端开发,全栈工程师,研发工程师,北京,合创家,大数据,0-20人,无,五险一金,2,本科,"Java,PHP,前端开发,全栈开发,后端开发,Node.js,Vue,",15,30,北京,昌平区,龙泽
后端开发,其他后端开发,华为云Java/Python/C++/GO开发【急招岗】,广东,CloudBU,互联网,未融资,10000人以上,"绩效奖金,定期体检,五险一金,免费班车,股票期权,工龄奖,法定节假日三薪,年终奖,员工旅游,夜班补助,节假日加班费,零食下午茶,节日福利,带薪年假,补充医疗保险",2,本科,"Java,C/C++,Python,计算机相关专业,后端开发经验",15,30,东莞,大朗镇,松山湖
后端开发,其他后端开发,对日cobol开发,辽宁,大连连英弘计算机技术,计算机软件,不需要融资,100-499人,"底薪加提成,保底工资,团建聚餐,生日福利,带薪年假,五险一金,绩效奖金,通讯补贴",3,大专,"计算机相关专业,全栈项目经验,cobol,日语",25,30,大连,甘井子区,七贤岭
后端开发,其他后端开发,软件工程师 - 系统研发 - I/O子系统优化,湖南,飞腾公司,半导体/芯片,不需要融资,1000-9999人,"意外险,免费工装,有无线网,餐补,团建聚餐,员工旅游,年终奖,五险一金,交通补助,绩效奖金,生日福利,带薪年假,定期体检,节日福利",0,硕士,"C/C++,英语读写能力良好,计算机相关专业,Linux,,",18,35,长沙,开福区,烈士公园
后端开发,其他后端开发,游戏后端开发,湖北,阿博茨科技,互联网,B轮,100-499人,"股票期权,交通补助,带薪年假,补充医疗保险,全勤奖,五险一金,年终奖,通讯补贴",2,本科,"Golang,Java,C/C++,后端开发经验,高并发,,,,,",12,24,武汉,洪山区,光谷
后端开发,其他后端开发,后端程序员,广东,娱创网络,游戏,不需要融资,20-99人,"员工旅游,全勤奖,带薪年假",0,学历不限,"PHP,JavaScript,HTML,CSS,计算机软件,游戏开发,,",3,6,韶关,浈江区,南郊
后端开发,其他后端开发,CEX&DEFI 量化交易机器人开发(远程),浙江,豪微云链,计算机软件,20-99人,无,"员工旅游,定期体检,五险一金,股票期权,节日福利",1,本科,"Rust,交易机器人,区块链",30,50,杭州,上城区,钱江新城
后端开发,其他后端开发,c#.net 开发工程师,上海,mission,互联网,未融资,20-99人,"每年外出旅游,零食下午茶,节日福利,五险一金,项目奖金,员工宿舍,全勤奖,股票期权,每月团建活动,包吃,每年涨薪,通讯补贴,交通补助,住房补贴,员工旅游,餐补,年终奖,加班补助,带薪年假,落户快速通道",1,本科,"SQL Server,Oracle",11,20,上海,嘉定区,马陆
后端开发,其他后端开发,到店研发平台-架构部-高级开发工程师,上海,美团网,生活服务(O2O),已上市,10000人以上,"交通补助,保底工资,五险一金,员工旅游,年终奖,节日福利,定期体检,绩效奖金,意外险,零食下午茶,住房补贴,高温补贴,通讯补贴,工龄奖,生日福利,带薪年假,有无线网,团建聚餐,补充医疗保险,底薪加提成",2,本科,Java,25,45,上海,杨浦区,五角场
后端开发,其他后端开发,Ruby开发工程师,江苏,联迪信息,计算机软件,未融资,500-999人,"通讯补贴,餐补,年终奖,交通补助,五险一金,补充医疗保险,节日福利,员工旅游,加班补助,带薪年假,定期体检",1,大专,"Java,CSS,JS,JQuery,H5",6,8,泰州,海陵区,泰州医药城区域
后端开发,其他后端开发,游戏服务器开发工程师,上海,四三三,游戏,未融资,20-99人,"住房补贴,带薪年假,定期体检,餐补,五险一金,零食下午茶",2,本科,"java,netty,springboot",25,35,上海,徐汇区,徐家汇
后端开发,其他后端开发,Delphi高级软件工程师,安徽,翰林科技,计算机软件,未融资,20-99人,"通讯补贴,底薪加提成,五险一金,员工旅游,餐补,加班补助,节日福利,零食下午茶",2,大专,"delphi,SQL,高级软件工程师,智慧校园,线上阅卷系统开发,,,",10,15,合肥,瑶海区,长淮
后端开发,其他后端开发,硬件/编程老师,内蒙古,内蒙古佰佳企业孵化器,财务/审计/税务,0-20人,无,"五险一金,节日福利,员工旅游,零食下午茶,餐补",0,本科,"Java,C/C++,Python",3,6,包头,青山区,大连开发区
后端开发,其他后端开发,应用集成工程师,广东,比亚迪汽车工业,汽车研发/制造,已上市,10000人以上,"通讯补贴,周末双休,零食下午茶,五险一金,工龄奖,定期体检,团建聚餐,餐补,绩效奖金,包住,住房补贴,带薪年假",2,本科,"计算机相关专业,英语读写能力良好",15,16,深圳,坪山区,坪山
后端开发,其他后端开发,空间AI应用研发工程师:,北京,奇岱松,计算机软件,A轮,20-99人,"绩效奖金,员工旅游,零食下午茶,股票期权,意外险,定期体检,带薪年假,团建聚餐,年终奖,补充医疗保险,节日福利,五险一金",0,本科,"C/C++,Golang,MySQL/Redis/MongoDB,后端开发经验,",15,30,北京,海淀区,五道口
后端开发,其他后端开发,研发工程师,浙江,华为技术有限公司,计算机软件,不需要融资,10000人以上,"离职补偿,补充医疗保险,带薪年假,节日福利,定期体检,团建聚餐,五险一金,交通补助,法定节假日三薪,绩效奖金,全勤奖,员工旅游,年终奖,节假日加班费,住房补贴,零食下午茶,股票期权,加班补助,通讯补贴,保底工资",1,本科,"分布式技术,微服务架构,容器技术,服务器配置",20,40,杭州,滨江区,长河
后端开发,其他后端开发,后端开发,北京,今日头条,互联网,未融资,10000人以上,"年终奖,团建聚餐,零食下午茶,五险一金,就近租房补贴,年度体检,餐补,法定节假日三薪,弹性工作制,意外险,交通补助,股票期权,餐饮及下午茶,定期体检,免费健身设施,家庭关爱假,补充医疗保险,家属自选保险,节日礼品,带薪年假",0,本科,"python,go,golang,后端",25,50,北京,海淀区,知春路
后端开发,其他后端开发,高级Java软件开发工程师,四川,京东集团,电子商务,已上市,10000人以上,"员工旅游,餐补,免费班车,五险一金,年终奖,补充医疗保险,包吃,零食下午茶,带薪年假,交通补助,股票期权,节日福利,定期体检",3,本科,"计算机软件,Java,架构师,软件工程师,后端开发,Spring,,",25,40,成都,武侯区,机投
前端/移动开发,前端开发工程师,react前端工程师（英语好）,上海,瞬联科技,计算机软件,不需要融资,1000-9999人,"意外险,节日福利,带薪年假,定期体检,零食下午茶,补充医疗保险,五险一金",1,本科,"英语可简单沟通,react",18,28,上海,浦东新区,张江
前端/移动开发,前端开发工程师,前端高级开发工程师,陕西,陕西丁甲数据科技,计算机软件,未融资,0-20人,"补充医疗保险,五险一金",2,本科,"JavaScript,HTML5,前端开发经验,不接受居家办公",8,12,西安,长安区,航天城
前端/移动开发,前端开发工程师,区块链前端开发工程师,广东,零矩阵,计算机软件,A轮,20-99人,"零食下午茶,节日福利,定期体检,五险一金,员工旅游,年终奖,带薪年假",2,学历不限,"前端开发,JavaScript,CSS,HTML,TypeScript,React,,",20,35,深圳,南山区,前海
前端/移动开发,前端开发工程师,前端Tech Lead,陕西,Mirum翔傲科技,计算机软件,不需要融资,100-499人,"带薪年假,五险一金,员工旅游,定期体检,节日福利,年终奖,零食下午茶,弹性工作时间",3,本科,"Vue,React,前端架构",18,25,西安,雁塔区,高新软件园
前端/移动开发,前端开发工程师,前端开发,陕西,中和环境,环保,未融资,0-20人,"有无线网,工龄奖,年终奖",2,本科,"JavaScript,HTML5,Vue,计算机/软件工程相关专业,",6,9,西安,未央区,太华路
