category,sub_category,job_title,province,job_company,job_industry,job_finance,job_scale,job_welfare,job_experience,job_education,job_skills,salary_lower,salary_high,city,district,street
后端开发,Java,资深java工程师/技术专家,四川,支付宝,互联网,B轮,10000人以上,"法定节假日三薪,住房补贴,员工旅游,免费班车,五险一金,团建聚餐,年终奖,餐补,股票期权,定期体检,带薪年假,补充医疗保险",0,本科,"Java,系统架构,高可用",16,32,成都,武侯区,新会展中心
后端开发,Java,大数据云服务开发工程师,上海,华为云计算,计算机服务,不需要融资,10000人以上,"年终奖,生日福利,员工旅游,加班补助,住房补贴,交通补助,意外险,法定节假日三薪,绩效奖金,节日福利,带薪年假,补充医疗保险,节假日加班费,保底工资,零食下午茶,团建聚餐,五险一金,免费班车,夜班补助,定期体检",1,本科,"Java,C++,Hive,C,Docker,Zookeeper,Hadoop,,",15,30,上海,浦东新区,金桥
后端开发,Java,Java（双休/加班费/福利好）,浙江,银信科技,计算机软件,已上市,1000-9999人,"员工旅游,补充医疗保险,带薪年假,零食下午茶,定期体检,五险一金,节日福利,通讯补贴,餐补,年终奖",2,本科,"Java,分布式经验,微服务经验,SpringCloud,MySQL,,,",11,17,杭州,滨江区,长河
后端开发,Java,java开发工程师,浙江,华为技术有限公司,计算机软件,不需要融资,10000人以上,"五险一金,节日福利,加班补助,带薪年假,交通补助,全勤奖,定期体检,补充医疗保险,股票期权,离职补偿,节假日加班费,零食下午茶,绩效奖金,住房补贴,团建聚餐,年终奖,法定节假日三薪,保底工资,通讯补贴,员工旅游",0,本科,"后端工程师,全栈工程师,架构师,Java,JavaScript,",15,30,杭州,滨江区,长河
后端开发,Java,java技术专家,上海,得物App,电子商务,B轮,1000-9999人,"股票期权,带薪年假,生日福利,餐补,加班补助,定期体检,年终奖,零食下午茶,绩效奖金,五险一金,交通补助,节日福利",3,本科,"Java,Spring,Kafka,MySQL,Redis,其他,,,",30,60,上海,杨浦区,长阳路
后端开发,Java,高级java研发工程师,浙江,找家纺网,电子商务,B轮,100-499人,"五险一金,包吃,员工旅游,带薪年假,股票期权,节日福利,包住宿",3,本科,"Java,不接受居家办公,Elasticsearch,SpringCloud,,",20,25,杭州,滨江区,长河
后端开发,Java,【急招】JAVA技术工程师/专家-财富线,浙江,蚂蚁集团,互联网,D轮及以上,10000人以上,"五险一金,交通补助,定期体检,免费班车,年终奖,全勤奖,带薪年假,通讯补贴,股票期权,餐补,节日福利,加班补助,包吃,员工旅游,住房补贴,零食下午茶",1,本科,"Java,Spring,SpringCloud,Elasticsearch,MySQL,Redis,,,,",30,60,杭州,西湖区,西溪
后端开发,Java,腾讯云Java后台开发,广东,腾讯,互联网,不需要融资,10000人以上,"补充医疗保险,五险一金,年终奖,定期体检,节日福利,员工旅游,免费班车,团建聚餐,公仔周边活动,交通补助,有无线网,带薪年假,意外险,免费健身房",3,本科,"Java,微服务经验,SpringCloud,MySQL,Spring",30,60,深圳,南山区,科技园
后端开发,Java,跨境搜索推荐引擎工程师,上海,上海从鲸信息技术,互联网,未融资,500-999人,五险一金,0,本科,"Java,C++,不接受居家办公,分布式经验,微服务经验,,,",30,60,上海,长宁区,中山公园
后端开发,Java,Java开发工程师,广东,阿里巴巴集团,互联网,已上市,10000人以上,"零食下午茶,年终奖,补充医疗保险,股票期权,节日福利,交通补助,餐补,免费班车,员工旅游,五险一金",1,本科,"分布式技术,多线程,Spring,架构师,后端开发,JDK,,",25,50,深圳,南山区,深圳湾
后端开发,Java,JAVA研发工程师,新疆,海狼科技,信息安全,未融资,0-20人,"带薪年假,加班补助,零食下午茶,五险一金,股票期权,员工旅游,通讯补贴,交通补助,年终奖,节日福利",1,学历不限,"Java,后端开发,数据库",8,10,乌鲁木齐,天山区,新华北路
后端开发,Java,java技术经理,浙江,中电金信,计算机软件,B轮,10000人以上,"节日福利,定期体检,补充医疗保险,五险一金",3,本科,"国内院校优先,Java,不接受居家办公,SpringCloud,Kafka,,,,,,,,,",20,30,杭州,西湖区,高新文教区
后端开发,Java,Java中级-小程序开发-自研,江苏,南京网推,计算机软件,不需要融资,0-20人,缴纳五险,3,本科,"Java,Spring,SpringCloud,MyBatis,MySQL,Redis,,",13,18,南京,雨花台区,软件大道
后端开发,Java,集成开发工程师,上海,每刻,企业服务,B轮,500-999人,"五险一金,定期体检,带薪年假,加班补助,股票期权,年终奖,通讯补贴,人体工学椅,餐补",0,3个月,"不接受居家办公,Java,Spring,MySQL",130,170元/天,上海,静安区,南京西路
后端开发,Java,Java高级研发工程师,浙江,安恒信息,信息安全,已上市,1000-9999人,"年终奖,员工旅游,补充医疗保险,定期体检,餐补,五险一金,节日福利,零食下午茶,通讯补贴,带薪年假,交通补助",2,本科,"Java,系统架构,数据库",15,30,杭州,滨江区,长河
后端开发,Java,wms开发工程师,广东,广东飞讯工业互联网,互联网,100-499人,无,"节日福利,零食下午茶,带薪年假,底薪加提成,意外险,五险一金",2,硕士,"不接受居家办公,Java,Python,PHP,Spring,SQL Server,,,",10,11,惠州,惠城区,东平桥东
后端开发,Java,Java,海南,北京华亿嘉科技有...,互联网,天使轮,0-20人,"加班补助,带薪年假,股票期权,交通补助,餐补,年终奖,五险一金,定期体检,节日福利,零食下午茶",3,本科,"高级软件工程师,软件工程师,WEB开发,服务器端开发,,,,",15,20,海口,龙华区,海秀中路
后端开发,Java,Java工程师（WMS产品线）,上海,上海马帮,电子商务,B轮,500-999人,"股票期权,交通补助,年终奖,零食下午茶,带薪年假,节日福利,餐补,全勤奖,团建聚餐,定期体检,免费工装,加班补助,通讯补贴,生日福利,五险一金,员工旅游,高温补贴,有无线网",2,本科,"Java,分布式经验,微服务经验,SpringCloud,MySQL,,",18,22,上海,闵行区,虹桥
后端开发,Java,后端开发工程师,浙江,智物慧云,智能硬件,天使轮,20-99人,"五险一金,零食下午茶,年终奖,股票期权,员工旅游,节日福利,定期体检,带薪年假",0,本科,"Java,Spring,MyBatis,Kafka,MySQL,Redis,,,",5,8,杭州,钱塘区,下沙
后端开发,Java,游戏地图开发,广东,广州魔影网络科技...,移动互联网,0-20人,无,"节日福利,全勤奖,住房补贴,五险一金,零食下午茶,年终奖",1,学历不限,"Python,Java,Lua",3,8,广州,白云区,黄石
后端开发,Java,Java开发工程师,安徽,金谷科技,计算机软件,未融资,20-99人,"股票期权,带薪年假,五险一金,加班补助,补充医疗保险,餐补,员工旅游,年终奖,定期体检",1,本科,"Framework,Android",10,15,合肥,蜀山区,政务区
后端开发,Java,Java开发g工程师,四川,金牌厨柜成都,原材料及加工/模具,已上市,10000人以上,"全勤奖,年终奖,有无线网,工龄奖,五险一金,加班补助,生日福利,宿舍有空调,节日福利,带薪年假",3,学历不限,"后端工程师,Java,Spring,MongoDB,Oracle,Docker,,,",10,15,成都,双流区,华阳
后端开发,Java,高级Java开发工程师,广东,碳云智能科技有限公司,医疗健康,A轮,500-999人,"带薪年假,补充医疗保险,年终奖,定期体检,五险一金",3,大专,"多线程,分布式技术,微服务架构,SpringBoot,Dubbo,,,",20,40,深圳,南山区,华侨城
后端开发,C/C++,软件开发工程师-OD,北京,华为,计算机软件,不需要融资,10000人以上,"夜班补助,五险一金,免费班车,保底工资,生日福利,定期体检,节日福利,意外险,员工旅游,餐补,零食下午茶,节假日加班费,交通补助,法定节假日三薪,绩效奖金,加班补助,带薪年假,年终奖,股票期权,补充医疗保险",1,本科,软件开发,15,20,北京,海淀区,西北旺
后端开发,C/C++,自动驾驶编译工具工程师,北京,滴滴,移动互联网,D轮及以上,1000-9999人,"五险一金,补充医疗保险,定期体检",2,本科,Python,30,60,北京,海淀区,西北旺
后端开发,C/C++,C++,四川,鑫泰网络科技,电子商务,20-99人,无,"五险一金,零食下午茶,年终奖,带薪年假,全勤奖,节日福利",2,本科,"网络编程,音视频编解码,流媒体技术,Linux,STL,,",15,25,成都,金牛区,驷马桥
后端开发,C/C++,具身智能部署集成工程师,北京,星海图GalaXea AI,智能硬件,天使轮,20-99人,"节日福利,带薪年假,年终奖,团建聚餐,五险一金,股票期权,保底工资,绩效奖金",1,硕士,"C++,C,Python,人工智能,机器人,AI",25,50,北京,海淀区,学院路
后端开发,C/C++,C,四川,电科网安,信息安全,已上市,1000-9999人,"工龄奖,免费工装,节日福利,年终奖,补充医疗保险,通讯补贴,绩效奖金,意外险,高温补贴,餐补,股票期权,交通补助,团建聚餐,五险一金,生日福利,高温假,带薪年假,公积金12%,春节假期12天,定期体检",2,本科,"C语言,C++,计算机相关专业,C语言开发经验",15,30,成都,武侯区,新会展中心
后端开发,C/C++,高级开发工程师/技术专家,浙江,阿里云,互联网,不需要融资,10000人以上,"年终奖,绩效奖金,节日福利,带薪年假,免费班车,餐补,五险一金,定期体检",2,本科,"C++,数据结构,分布式技术,Linux,全栈开发,云计算,,",30,60,杭州,西湖区,转塘
后端开发,C/C++,C＋＋开发,四川,考拉悠然科技,互联网,B轮,100-499人,"零食下午茶,年终奖,五险一金,股票期权,保底工资,带薪年假,生日福利,节日福利,定期体检,员工旅游,交通补助,团建聚餐,绩效奖金,加班补助,工龄奖,夜班补助",3,本科,"C++服务端开发经验,C++,Linux,OpenCV,多线程,,,,,,,",18,30,成都,武侯区,新会展中心
后端开发,C/C++,C＋＋开发实习生（25届/可转正）,广东,灵感互娱,游戏,未融资,100-499人,"节日福利,股票期权,绩效奖金,零食下午茶,餐补,带薪年假,住房补贴,加班补助,定期体检,团建聚餐,五险一金",0,本科,"C++,C#,Redis,MySQL,游戏后端经验",8,10,广州,天河区,棠下
后端开发,C/C++,穿戴C++开发,陕西,诚迈科技,互联网,已上市,1000-9999人,"通讯补贴,团建聚餐,加班补助,带薪年假,五险一金,法定节假日三薪,免费班车,节日福利,交通补助,定期体检,餐补,员工旅游",0,本科,"界面开发,C++,穿戴C++,穿戴",11,20,西安,雁塔区,高新软件园
后端开发,C/C++,初级软件工程师,湖南,戎腾网络,通信/网络设备,A轮,20-99人,"五险一金,加班补助,生日福利,工会福利,团建费,定期体检,股票期权,年终奖,差旅补助,员工旅游,交通补助,带薪年假",1,本科,"虚拟机技术,网络协议,Linux,Python,C#,,",9,14,长沙,开福区,湘雅路
后端开发,C/C++,C++初级工程师,湖北,数科网维,计算机软件,不需要融资,100-499人,"定期体检,五险一金,带薪年假,通讯补贴,餐补,节日福利",0,本科,"QT,C++",8,12,武汉,江夏区,藏龙岛
后端开发,C/C++,高级c++软件开发工程师,北京,概伦电子,通信/网络设备,已上市,100-499人,"补充医疗保险,带薪年假,股票期权,年终奖,餐补,定期体检,五险一金",2,本科,"C++,QT,嵌入式软件经验,不限",25,50,北京,朝阳区,望京
后端开发,C/C++,C++/Qt 软件工程师,江苏,江苏禹优,计算机软件,未融资,20-99人,"节日福利,生日福利,五险一金,带薪年假,全勤奖,绩效奖金,年终奖,餐补",1,本科,"QT,Linux,windows",10,15,南通,崇川区,中南
后端开发,C/C++,高德-C++车载软件开发专家,北京,高德地图,互联网,已上市,1000-9999人,"股票期权,员工旅游,餐补,年终奖,节日福利,带薪年假,定期体检,免费班车,补充医疗保险,五险一金,交通补助",2,本科,"地图导航,智能硬件,车联网,智能驾驶",25,40,北京,朝阳区,望京
后端开发,C/C++,微信后台开发工程师,广东,腾讯,互联网,不需要融资,10000人以上,"带薪年假,零食下午茶,五险一金,住房补贴,节日福利,员工旅游,交通补助,补充医疗保险,股票期权,定期体检,公仔周边活动,包吃,免费健身房,免费班车,餐补,年终奖,免费早晚餐",1,本科,"多线程,网络协议,Socket技术,多进程,Linux,后端开发,",20,40,深圳,南山区,科技园
后端开发,C/C++,C＋＋开发工程师,北京,和缓医疗,互联网,B轮,100-499人,"零食下午茶,股票期权,五险一金,定期体检,节日福利,年终奖,带薪年假,加班补助,交通补助",1,本科,"QT,中级软件工程师,初级软件工程师,后端开发",15,30,北京,东城区,来福士
后端开发,C/C++,c++软件工程师,广东,华为云计算,计算机服务,不需要融资,10000人以上,"住房补贴,交通补助,法定节假日三薪,定期体检,绩效奖金,补充医疗保险,保底工资,带薪年假,节日福利,零食下午茶,夜班补助,五险一金,员工旅游,年终奖,团建聚餐,免费班车,加班补助,生日福利,节假日加班费,意外险",0,本科,"C++,OpenGL,分布式经验",30,60,深圳,龙岗区,坂田
后端开发,C/C++,AI驱动工程师,陕西,西安华为,通信/网络设备,未融资,10000人以上,"股票期权,夜班补助,免费班车,员工旅游,五险一金,带薪年假,节日福利,年终奖,节假日加班费,加班补助,有无线网,法定节假日三薪,定期体检,补充医疗保险",3,本科,"Linux,架构师,计算机软件,智能硬件,智能驾驶,,,",15,30,西安,长安区,高新软件园
后端开发,C/C++,服务器监控开发工程师(J78322),北京,百度在线,互联网,已上市,10000人以上,"带薪年假,补充医疗保险,五险一金,餐补,定期体检,零食下午茶,通讯补贴,年终奖,股票期权",0,3个月,"C++,C,Python,Redis,Linux开发/部署经验,分布式经验,,",200,250元/天,北京,海淀区,上地
后端开发,C/C++,边缘云-云网络资深技术专家,四川,北京字节跳动,互联网,不需要融资,10000人以上,"餐饮及下午茶,五险一金,家庭关爱假,交通补助,带薪年假,节日福利,意外险,定期体检,补充医疗保险,住房补贴,弹性工作制,节日礼品,绩效奖金,零食下午茶,团建聚餐,年终奖,年度体检,就近租房补贴,包吃,餐补",3,本科,"C++,C,云,网络,网关",60,90,成都,双流区,华阳
后端开发,C/C++,c++研发工程师,四川,观想科技,计算机软件,已上市,100-499人,"五险一金,年终奖,带薪年假,节日福利",2,本科,"C++,C语言,计算机相关专业,自驱力",15,25,成都,双流区,兴隆街道
后端开发,C/C++,内核开发（C/C++）,广东,华为技术有限公司,计算机软件,不需要融资,10000人以上,"节假日加班费,离职补偿,绩效奖金,全勤奖,团建聚餐,住房补贴,节日福利,员工旅游,年终奖,加班补助,定期体检,零食下午茶,五险一金,股票期权,带薪年假,交通补助,法定节假日三薪,补充医疗保险,通讯补贴,保底工资",0,本科,"Python,Shell,Linux,网络安全",20,40,深圳,龙岗区,坂田
后端开发,C/C++,软件开发工程师,江苏,智原微电子,智能硬件,未融资,100-499人,"团建聚餐,带薪年假,员工旅游,五险一金,零食下午茶,生日福利,意外险,餐补,绩效奖金,节日福利,年终奖,定期体检",2,本科,"Unix,多线程,STL,数据结构",15,25,苏州,苏州工业园区,娄葑
后端开发,PHP,网站搭建,福建,三维云科技,互联网,天使轮,20-99人,"全勤奖,年终奖,五险一金,加班补助,通讯补贴,节日福利,带薪年假",1,大专,"HTML,CSS,后端开发,MySQL,网络协议,全栈开发,,",7,12,厦门,思明区,软件园
后端开发,PHP,php开发工程师,湖南,比特网来,移动互联网,未融资,0-20人,"有无线网,团建聚餐,全勤奖,保底工资,五险一金",1,大专,"PHP,MySQL/Redis/MongoDB,LNMP/LAMP,PHP开发经验,",6,7,长沙,雨花区,高桥
后端开发,PHP,php开发工程师,广东,链元,电子商务,未融资,100-499人,"带薪年假,团建聚餐,全勤奖,节日福利,绩效奖金,高温补贴,五险一金,员工旅游,意外险,餐补,零食下午茶",1,本科,"独立站自建站,PHP开发经验,PHP,计算机相关专业,",8,13,深圳,南山区,科技园
后端开发,PHP,PHP,黑龙江,科盛网络,计算机软件,未融资,20-99人,"餐补,全勤奖,通讯补贴,年终奖,员工旅游,节日福利,交通补助,加班补助,五险一金,带薪年假",0,大专,C#,4,6,哈尔滨,南岗区,宣庆街
后端开发,PHP,PHP开发工程师（海马体）,浙江,海马体集团,社交网络与媒体,不需要融资,10000人以上,"交通补助,节日福利,全勤奖,带薪年假,加班补助,餐补,五险一金",2,大专,"分布式技术,NoSQL,Memcached,Redis,MongoDB,",15,25,杭州,钱塘区,和达东东城
后端开发,PHP,PHP开发工程师（家用机器人方向）,山东,创泽智能机器人,智能硬件,已上市,100-499人,"补充医疗保险,餐补,带薪年假,员工旅游,定期体检,五险一金,节日福利",1,本科,数据库,6,10,日照,东港区,海纳商城
后端开发,PHP,PHP,江西,街寻,移动互联网,未融资,20-99人,五险一金,2,本科,"PHP,后端开发,小程序",5,10,南昌,南昌县,象湖
后端开发,PHP,php开发主管,广东,世纪商桥,互联网,不需要融资,20-99人,"全勤奖,员工旅游,年终奖,带薪年假,五险一金",3,大专,"后端开发,PHP,系统架构",10,15,深圳,龙华区,民治
后端开发,PHP,后端研发工程师,北京,百度,互联网,已上市,10000人以上,"五险一金,住房补贴,加班补助,补充医疗保险,免费班车,员工旅游,年终奖,娱乐健身,零食下午茶,带薪年假,餐补,通讯补贴,交通补助,定期体检,节日福利",1,本科,"Python,php,c++,go",15,30,北京,海淀区,西北旺
后端开发,PHP,php高级研发工程师,山东,布尔信息科技,计算机软件,天使轮,20-99人,定期体检,1,学历不限,"PHP,计算机相关专业,PHP开发经验,服务端开发经验",7,10,潍坊,潍城区,豪德
后端开发,PHP,PHP开发工程师,北京,百度,互联网,已上市,10000人以上,"定期体检,年终奖,带薪年假,加班补助,节日福利,免费班车,交通补助,娱乐健身,五险一金,通讯补贴,住房补贴,员工旅游,零食下午茶,餐补,补充医疗保险",1,本科,"后端开发,PHP",18,35,北京,海淀区,上地
后端开发,PHP,后端开发,广西,不凡科技,互联网,不需要融资,0-20人,"节日福利,团建聚餐,生日福利,五险一金,定期体检,节假日加班费,年终奖,交通补助,绩效奖金,员工旅游,保底工资,零食下午茶,股票期权,法定节假日三薪,免费工装,带薪年假",2,大专,"PHP,MySQL/Redis/MongoDB,Laravel/Yii/ThinkPHP",5,8,北海,银海区,四川南路
后端开发,PHP,php,四川,芯创智联,通信/网络设备,0-20人,无,"加班补助,五险一金,带薪年假,年终奖,节日福利,生日福利",1,大专,PHP,8,13,成都,武侯区,机投
后端开发,PHP,后端PHP工程师,湖北,企名科技,互联网,A轮,20-99人,"带薪年假,年终奖,企业年金,节假日加班费,五险一金,有无线网,绩效奖金,团建聚餐",1,本科,"Laravel/Yii/ThinkPHP,ThinkPHP,PHP开发经验,MySQL,,,,,,",8,10,武汉,江夏区,光谷
后端开发,PHP,php开发工程师,上海,泛多网络,计算机软件,0-20人,无,"五险一金,全勤奖,年终奖",3,本科,"PHP,计算机相关专业,PHP开发经验,架构设计经验,mysql,,",12,18,上海,虹口区,临平路
后端开发,PHP,php开发工程师,河北,中瑞政通,财务/审计/税务,未融资,20-99人,"员工旅游,定期体检,年终奖,节日福利,五险一金,带薪年假",2,本科,"Laravel/Yii/ThinkPHP,PHP开发经验,PHP,计算机相关专业",5,7,石家庄,桥西区,平安南大街
后端开发,PHP,PHP高级工程师,河北,实搜网络,互联网,未融资,0-20人,"全勤奖,五险,节日福利,带薪年假,员工旅游,五险一金",2,大专,"PHP,HTML,MySQL,Laravel,CodeIgniter,GIT,,",7,10,石家庄,长安区,省博物馆
后端开发,PHP,WordPress工程师,广东,兆创科技,电子商务,未融资,20-99人,"交通补助,节日福利,零食下午茶,底薪加提成,五险一金",1,大专,"PHP,LNMP/LAMP,Laravel/Yii/ThinkPHP,PHP开发经验",12,20,深圳,宝安区,西乡
后端开发,Python,软件工程师,广东,广州前沿信息系统,互联网,未融资,0-20人,"带薪年假,年终奖,员工旅游",1,本科,"Python,Java,C#,Nginx,PostgreSQL",6,8,广州,增城区,永和
后端开发,Python,Python,陕西,西安华为,通信/网络设备,未融资,10000人以上,"法定节假日三薪,有无线网,夜班补助,年终奖,免费班车,补充医疗保险,股票期权,带薪年假,员工旅游,五险一金,加班补助,节日福利,定期体检,节假日加班费",1,本科,"分布式技术,Linux,Python,Shell",11,22,西安,长安区,高新软件园
后端开发,Python,后台（Python）开发工程师,北京,聚米画沙,信息安全,天使轮,0-20人,"股票期权,年终奖,带薪年假,节日福利,五险一金,通讯补贴,定期体检",1,本科,"数据开发,Linux,Django,后端,计算机相关专业,物联网,",10,15,北京,海淀区,上地
后端开发,Python,python工程师,浙江,华为,计算机软件,不需要融资,10000人以上,"餐补,交通补助,补充医疗保险,零食下午茶,保底工资,夜班补助,加班补助,免费班车,定期体检,带薪年假,法定节假日三薪,绩效奖金,生日福利,节假日加班费,节日福利,员工旅游,股票期权,年终奖,意外险,五险一金",0,本科,"Python,机器学习经验",15,30,杭州,滨江区,长河
后端开发,Python,python工程师,广东,博彦科技,计算机软件,已上市,10000人以上,"五险一金,定期体检,年终奖,带薪年假,免费班车,节日福利",1,本科,"Python,Django,Redis,微服务经验,celey,mysql",11,16,深圳,南山区,科技园
后端开发,Python,研发工程师,广东,美尚照明,其他行业,未融资,100-499人,"员工旅游,交通补助,带薪年假,五险一金,年终奖,定期体检,补充医疗保险,全勤奖",0,3个月,"后端,运维开发,Python,MySQL,Flask,计算机相关专业,,",200,300元/天,深圳,光明区,公明
后端开发,Python,云计算服务端高级开发工程师,陕西,腾讯云,互联网,已上市,1000-9999人,"员工旅游,定期体检,五险一金,加班补助,零食下午茶,带薪年假,年终奖,节日福利",2,本科,"Golang,Java,Nginx,C++,C,分布式经验,PostgreSQL,,,,,,,,,,,,",15,25,西安,雁塔区,沣惠南路
后端开发,Python,云计算开发工程师,浙江,华为,计算机软件,不需要融资,10000人以上,"交通补助,免费班车,意外险,股票期权,定期体检,节日福利,法定节假日三薪,带薪年假,补充医疗保险,节假日加班费,餐补,员工旅游,生日福利,绩效奖金,夜班补助,保底工资,五险一金,加班补助,年终奖,零食下午茶",0,本科,"Python,Java,Docker,Kubernetes,分布式经验,,",15,20,杭州,滨江区,长河
后端开发,Python,公共出行-后台开发（高级）工程师,北京,腾讯,互联网,不需要融资,10000人以上,"团建聚餐,免费健身房,带薪年假,补充医疗保险,餐补,通讯补贴,零食下午茶,免费班车,节日福利,免费早晚餐,住房补贴,定期体检,员工旅游,包吃,公仔周边活动,股票期权,Q 米,交通补助,年终奖,五险一金",0,本科,"数据结构,Java,Linux,高级软件工程师,计算机软件",40,50,北京,海淀区,西北旺
后端开发,Python,python开发,北京,jossoul,计算机服务,不需要融资,20-99人,"节日福利,年终奖,带薪年假,绩效奖金,员工旅游,通讯补贴,零食下午茶,住房补贴,五险一金,餐补",1,大专,"Java,Hive,Django,MySQL,运维开发经验,,,,",7,12,北京,大兴区,亦庄
后端开发,Python,软件开发工程师,山东,山东天合网络空间...,互联网,不需要融资,0-20人,"五险一金,有无线网,团建聚餐",1,本科,"爬虫,Python,爬虫经验",8,10,济宁,任城区,火炬路
后端开发,Python,Python 兼职,黑龙江,海默教育科技,培训/辅导机构,不需要融资,0-20人,"年终奖,零食下午茶,五险一金,全勤奖,加班补助,股票期权",0,本科,"后端,爬虫,机器学习/算法工程,Python,Java,Django,,,",10,15,哈尔滨,道里区,群力
后端开发,Python,Python研发工程师,河南,蓝蝶科技,计算机软件,不需要融资,0-20人,"补充医疗保险,交通补助,五险一金,加班补助,全勤奖,年终奖,员工旅游,节日福利,带薪年假,餐补,定期体检,股票期权",2,本科,"Python,深度学习算法,人工智能,智能硬件,分布式技术,,,",10,15,郑州,中原区,高新区
后端开发,Python,python研发工程师,北京,博雅数智,大数据,未融资,0-20人,"五险一金,节日福利,年终奖,零食下午茶,带薪年假",2,本科,"Python,Kubernetes,Docker,Django,MySQL,MongoDB,,",13,20,北京,海淀区,中关村
后端开发,Python,Python高级开发工程师,湖北,雕龙数据,计算机软件,不需要融资,20-99人,"五险一金,全勤奖,员工旅游,营养午餐",3,本科,"Python,Java,Web端,移动端,Oracle,NoSQL,,",12,16,武汉,洪山区,黄家湖大学城
后端开发,Python,Python开发工程师 (绘图方向),内蒙古,里丰科技,电力/热力/燃气/水利,20-99人,无,"五险一金,带薪年假,年终奖",1,本科,"后端,Python,数学/统计相关专业",5,7,呼和浩特,新城区,毫沁营
后端开发,Python,数据产品开发工程师,北京,CSM,大数据,不需要融资,1000-9999人,"零食下午茶,餐补,节日福利,定期体检,补充医疗保险,带薪年假,五险一金,加班补助",1,本科,"五险一金,商业保险,定期体检,带薪假期",10,15,北京,朝阳区,国贸
后端开发,Python,网络协议解析高级工程师,北京,北京三行科技,互联网,20-99人,无,"定期体检,意外险,补充医疗保险,五险一金",3,本科,"Python,Kafka,Spark,架构设计经验,网络协议解析",12,20,北京,海淀区,知春路
后端开发,Python,少儿编程教师,山东,平川教育培训学校...,培训/辅导机构,100-499人,无,全勤奖,0,大专,网络编程,5,10,临沂,兰山区,北城新区
后端开发,Python,python开发,河北,数力科技,计算机软件,未融资,20-99人,"定期体检,绩效奖金,五险一金,补充医疗保险",1,本科,"Python,Django,Flask,Numpy,MySQL",4,8,邯郸,丛台区,中华北
后端开发,C#,C#,山东,华宇航天,大数据,不需要融资,100-499人,"带薪年假,节日福利,交通补助,通讯补贴,餐补,五险一金,单身补助,零食下午茶,定期体检,加班补助",0,本科,C#,5,6,烟台,莱山区,东泊子
后端开发,C#,上位机开发工程师,湖南,湖南立中科技,互联网,C轮,20-99人,"年终奖,节日福利,项目奖,五险一金,带薪年假,股票期权,零食下午茶",0,本科,"C#,Socket技术,多线程,软件工程师,Windows,网络协议,,",12,15,长沙,岳麓区,麓谷
后端开发,C#,软件工程师,江苏,菜么么,互联网,不需要融资,20-99人,"年终奖,五险一金,全勤奖,交通补助,通讯补贴,股票期权,节日福利,餐补,带薪年假",1,本科,"C#,C#开发经验,ASP.NET,.NET开发经验,SQL Server,",10,15,无锡,锡山区,安镇
后端开发,C#,C#,广东,华盛通,互联网,不需要融资,500-999人,"五险一金,带薪年假,免费班车,节日福利,定期体检,加班补助,零食下午茶,股票期权,餐补",1,本科,"SQL,多线程,Socket技术,WPF,MySQL,Windows",12,24,深圳,南山区,华侨城
后端开发,C#,软件开发工程师,广东,畅远科技,互联网,未融资,20-99人,"五险一金,零食下午茶",1,本科,"SQL,.NET,网络协议,分布式技术,Oracle,架构师,",13,15,广州,天河区,车陂
后端开发,C#,金蝶开发,上海,斐波兔,计算机服务,不需要融资,0-20人,"有无线网,定期体检,绩效奖金,法定节假日三薪,补充医疗保险,年终奖,节假日加班费,零食下午茶,五险一金,意外险,团建聚餐",2,本科,"C#,C#开发经验,兼职开发,.NET开发经验",50,100元/时,上海,宝山区,淞南
后端开发,C#,自动化软体开发工程师,四川,鸿富锦精密电子,电子/硬件开发,已上市,10000人以上,"五险一金,年终奖,带薪年假,节日福利",3,本科,"C#,视觉应用软件",12,24,成都,郫都区,高新西
后端开发,C#,unity3d程序员,上海,骏极文化,文化艺术/娱乐,未融资,20-99人,"五险一金,定期体检,团建聚餐,生日福利,带薪年假,节日福利,员工旅游,交通补助,高温补贴,保底工资,年终奖,全勤奖,零食下午茶,底薪加提成",2,大专,"游戏开发,网络协议,游戏引擎",10,13,上海,宝山区,淞南
后端开发,C#,C#软件开发工程师（中级）,江苏,江苏小牛,智能硬件,不需要融资,100-499人,"通讯补贴,五险一金,包吃,交通补助,加班补助,带薪年假,年终奖,定期体检,节日福利,员工旅游,零食下午茶,全勤奖",1,大专,"SQL,MVC开发,WPF",13,16,南京,江宁区,同曦
后端开发,C#,软件开发工程师,湖北,凯诺威,医疗器械,不需要融资,20-99人,"五险一金,定期体检,法定节假日三薪,节日福利,通讯补贴,节假日加班费,保底工资,带薪年假,年终奖,生日福利,意外险,团建聚餐",0,硕士,"C#,C++,SQL Server,计算机相关专业,C#开发经验,",10,15,武汉,洪山区,光谷东
后端开发,C#,web 后端 c#,安徽,安徽易迈金公司,计算机软件,未融资,20-99人,"员工旅游,生日福利,绩效奖金,有无线网,餐补,节日福利,定期体检,五险一金,带薪年假,零食下午茶,年终奖,保底工资,加班补助,补充医疗保险",1,本科,"C#,.NET",8,12,合肥,蜀山区,井岗
后端开发,C#,视觉平台工程师,江苏,高视科技,动力电池,C轮,100-499人,"五险一金,住房补贴,年终奖,餐补,生日福利",1,本科,"客户端开发,上位机,C#,halcon",8,13,苏州,虎丘区,高新区
