"category","sub_category","job_title","province","job_location","job_company","job_industry","job_finance","job_scale","job_welfare","job_salary_range","job_experience","job_education","job_skills","create_time"
"后端开发","Java","Java开发工程师","四川","成都·双流区·华阳","智水安澜","计算机软件","未融资","0-20人","","6-8K","1-3年","本科","HTML,CSS,SQL,消息队列,SpringBoot,Spring,,","2024-12-19"
"后端开发","Java","资深java工程师/技术专家","四川","成都·武侯区·新会展中心","支付宝","互联网","B轮","10000人以上","法定节假日三薪，住房补贴，员工旅游，免费班车，五险一金，团建聚餐，年终奖，餐补，股票期权，定期体检，带薪年假，补充医疗保险","16-32K","经验不限","本科","Java,系统架构,高可用","2024-12-19"
"后端开发","Java","Java","浙江","杭州·上城区·湖滨","云卷云舒","移动互联网","天使轮","20-99人","","10-15K","3-5年","本科","Java,后端开发,全栈开发,架构师,软件工程师,CTO,,","2024-12-19"
"后端开发","Java","大数据云服务开发工程师","上海","上海·浦东新区·金桥","华为云计算","计算机服务","不需要融资","10000人以上","年终奖，生日福利，员工旅游，加班补助，住房补贴，交通补助，意外险，法定节假日三薪，绩效奖金，节日福利，带薪年假，补充医疗保险，节假日加班费，保底工资，零食下午茶，团建聚餐，五险一金，免费班车，夜班补助，定期体检","15-30K","1-3年","本科","Java,C++,Hive,C,Docker,Zookeeper,Hadoop,,","2024-12-19"
"后端开发","Java","Java（双休/加班费/福利好）","浙江","杭州·滨江区·长河","银信科技","计算机软件","已上市","1000-9999人","员工旅游，补充医疗保险，带薪年假，零食下午茶，定期体检，五险一金，节日福利，通讯补贴，餐补，年终奖","11-17K","3-5年","本科","Java,分布式经验,微服务经验,SpringCloud,MySQL,,,","2024-12-19"
"后端开发","Java","java开发工程师","浙江","杭州·滨江区·长河","华为技术有限公司","计算机软件","不需要融资","10000人以上","五险一金，节日福利，加班补助，带薪年假，交通补助，全勤奖，定期体检，补充医疗保险，股票期权，离职补偿，节假日加班费，零食下午茶，绩效奖金，住房补贴，团建聚餐，年终奖，法定节假日三薪，保底工资，通讯补贴，员工旅游","15-30K·16薪","经验不限","本科","后端工程师,全栈工程师,架构师,Java,JavaScript,","2024-12-19"
"后端开发","Java","java技术专家","上海","上海·杨浦区·长阳路","得物App","电子商务","B轮","1000-9999人","股票期权，带薪年假，生日福利，餐补，加班补助，定期体检，年终奖，零食下午茶，绩效奖金，五险一金，交通补助，节日福利","30-60K·16薪","5-10年","本科","Java,Spring,Kafka,MySQL,Redis,其他,,,","2024-12-19"
"后端开发","Java","高级java研发工程师","浙江","杭州·滨江区·长河","找家纺网","电子商务","B轮","100-499人","五险一金，包吃，员工旅游，带薪年假，股票期权，节日福利，包住宿","20-25K","5-10年","本科","Java,不接受居家办公,Elasticsearch,SpringCloud,,","2024-12-19"
"后端开发","Java","【急招】JAVA技术工程师/专家-财富线","浙江","杭州·西湖区·西溪","蚂蚁集团","互联网","D轮及以上","10000人以上","五险一金，交通补助，定期体检，免费班车，年终奖，全勤奖，带薪年假，通讯补贴，股票期权，餐补，节日福利，加班补助，包吃，员工旅游，住房补贴，零食下午茶","30-60K·16薪","1-3年","本科","Java,Spring,SpringCloud,Elasticsearch,MySQL,Redis,,,,","2024-12-19"
"后端开发","Java","腾讯云Java后台开发","广东","深圳·南山区·科技园","腾讯","互联网","不需要融资","10000人以上","补充医疗保险，五险一金，年终奖，定期体检，节日福利，员工旅游，免费班车，团建聚餐，公仔周边活动，交通补助，有无线网，带薪年假，意外险，免费健身房","30-60K·16薪","5-10年","本科","Java,微服务经验,SpringCloud,MySQL,Spring","2024-12-19"
"后端开发","Java","java开发工程师","北京","北京","中科软","计算机软件","已上市","10000人以上","五险一金，定期体检，加班补助，年终奖，员工旅游，团队氛围好，餐补，节日福利，零食下午茶，带薪年假","13-22K","10年以上","本科","Java,SpringCloud,MySQL,Spring","2024-12-19"
"后端开发","Java","跨境搜索推荐引擎工程师","上海","上海·长宁区·中山公园","上海从鲸信息技术","互联网","未融资","500-999人","五险一金","30-60K·16薪","经验不限","本科","Java,C++,不接受居家办公,分布式经验,微服务经验,,,","2024-12-19"
"后端开发","Java","Java开发工程师","广东","深圳·南山区·深圳湾","阿里巴巴集团","互联网","已上市","10000人以上","零食下午茶，年终奖，补充医疗保险，股票期权，节日福利，交通补助，餐补，免费班车，员工旅游，五险一金","25-50K·16薪","1-3年","本科","分布式技术,多线程,Spring,架构师,后端开发,JDK,,","2024-12-19"
"后端开发","Java","java中级工程师","湖南","长沙","优力电驱动","其他新能源","B轮","100-499人","带薪年假，绩效奖金，意外险，五险一金，节日福利，零食下午茶","8-12K","3-5年","大专","分布式技术,微服务架构,SpringCloud,NoSQL,MongoDB,,,","2024-12-19"
"后端开发","Java","JAVA研发工程师","新疆","乌鲁木齐·天山区·新华北路","海狼科技","信息安全","未融资","0-20人","带薪年假，加班补助，零食下午茶，五险一金，股票期权，员工旅游，通讯补贴，交通补助，年终奖，节日福利","8-10K","1-3年","学历不限","Java,后端开发,数据库","2024-12-19"
"后端开发","Java","软件开发工程师","广东","东莞·塘厦镇·观澜湖","东莞市星辰互动电子","电子/半导体/集成电路","不需要融资","","工龄奖，宿舍有空调，包吃，法定节假日三薪，底薪加提成，团建聚餐，绩效奖金，五险一金，节假日加班费，包住，全勤奖，加班补助，有无线网","17-22K","5-10年","本科","C++,C,其他","2024-12-19"
"后端开发","Java","初级java开发工程师","四川","成都","迅联科锐","计算机软件","不需要融资","20-99人","餐补，全勤奖，工龄奖，法定节假日三薪，年终奖，五险一金","100-150元/天","5天/周","6个月","Java,Spring,MySQL","2024-12-19"
"后端开发","Java","java技术经理","浙江","杭州·西湖区·高新文教区","中电金信","计算机软件","B轮","10000人以上","节日福利，定期体检，补充医疗保险，五险一金","20-30K·13薪","5-10年","本科","国内院校优先,Java,不接受居家办公,SpringCloud,Kafka,,,,,,,,,","2024-12-19"
"后端开发","Java","Java中级-小程序开发-自研","江苏","南京·雨花台区·软件大道","南京网推","计算机软件","不需要融资","0-20人","缴纳五险","13-18K","5-10年","本科","Java,Spring,SpringCloud,MyBatis,MySQL,Redis,,","2024-12-19"
"后端开发","Java","集成开发工程师","上海","上海·静安区·南京西路","每刻","企业服务","B轮","500-999人","五险一金，定期体检，带薪年假，加班补助，股票期权，年终奖，通讯补贴，人体工学椅，餐补","130-170元/天","5天/周","3个月","不接受居家办公,Java,Spring,MySQL","2024-12-19"
"后端开发","Java","Java高级研发工程师","浙江","杭州·滨江区·长河","安恒信息","信息安全","已上市","1000-9999人","年终奖，员工旅游，补充医疗保险，定期体检，餐补，五险一金，节日福利，零食下午茶，通讯补贴，带薪年假，交通补助","15-30K·15薪","3-5年","本科","Java,系统架构,数据库","2024-12-19"
"后端开发","Java","wms开发工程师","广东","惠州·惠城区·东平桥东","广东飞讯工业互联网","互联网","100-499人","无","节日福利，零食下午茶，带薪年假，底薪加提成，意外险，五险一金","10-11K","3-5年","硕士","不接受居家办公,Java,Python,PHP,Spring,SQL Server,,,","2024-12-19"
"后端开发","Java","Java","海南","海口·龙华区·海秀中路","北京华亿嘉科技有...","互联网","天使轮","0-20人","加班补助，带薪年假，股票期权，交通补助，餐补，年终奖，五险一金，定期体检，节日福利，零食下午茶","15-20K","5-10年","本科","高级软件工程师,软件工程师,WEB开发,服务器端开发,,,,","2024-12-19"
"后端开发","Java","Java工程师（WMS产品线）","上海","上海·闵行区·虹桥","上海马帮","电子商务","B轮","500-999人","股票期权，交通补助，年终奖，零食下午茶，带薪年假，节日福利，餐补，全勤奖，团建聚餐，定期体检，免费工装，加班补助，通讯补贴，生日福利，五险一金，员工旅游，高温补贴，有无线网","18-22K·13薪","3-5年","本科","Java,分布式经验,微服务经验,SpringCloud,MySQL,,","2024-12-19"
"后端开发","Java","后端开发工程师","浙江","杭州·钱塘区·下沙","智物慧云","智能硬件","天使轮","20-99人","五险一金，零食下午茶，年终奖，股票期权，员工旅游，节日福利，定期体检，带薪年假","5-8K","1年以内","本科","Java,Spring,MyBatis,Kafka,MySQL,Redis,,,","2024-12-19"
"后端开发","Java","游戏地图开发","广东","广州·白云区·黄石","广州魔影网络科技...","移动互联网","0-20人","无","节日福利，全勤奖，住房补贴，五险一金，零食下午茶，年终奖","3-8K","1-3年","学历不限","Python,Java,Lua","2024-12-19"
"后端开发","Java","Java 开发工程师","江苏","南京·雨花台区·南京南站","丹卓科技","企业服务","0-20人","无","","8-13K","3-5年","大专","HTML,CSS","2024-12-19"
"后端开发","Java","Java开发工程师","安徽","合肥·蜀山区·政务区","金谷科技","计算机软件","未融资","20-99人","股票期权，带薪年假，五险一金，加班补助，补充医疗保险，餐补，员工旅游，年终奖，定期体检","10-15K","1-3年","本科","Framework,Android","2024-12-19"
"后端开发","Java","Java开发g工程师","四川","成都·双流区·华阳","金牌厨柜成都","原材料及加工/模具","已上市","10000人以上","全勤奖，年终奖，有无线网，工龄奖，五险一金，加班补助，生日福利，宿舍有空调，节日福利，带薪年假","10-15K·13薪","5-10年","学历不限","后端工程师,Java,Spring,MongoDB,Oracle,Docker,,,","2024-12-19"
"后端开发","Java","高级Java开发工程师","广东","深圳·南山区·华侨城","碳云智能科技有限公司","医疗健康","A轮","500-999人","带薪年假，补充医疗保险，年终奖，定期体检，五险一金","20-40K","5-10年","大专","多线程,分布式技术,微服务架构,SpringBoot,Dubbo,,,","2024-12-19"
"后端开发","C/C++","软件开发工程师-OD","北京","北京·海淀区·西北旺","华为","计算机软件","不需要融资","10000人以上","夜班补助，五险一金，免费班车，保底工资，生日福利，定期体检，节日福利，意外险，员工旅游，餐补，零食下午茶，节假日加班费，交通补助，法定节假日三薪，绩效奖金，加班补助，带薪年假，年终奖，股票期权，补充医疗保险","15-20K","1-3年","本科","软件开发","2024-12-19"
"后端开发","C/C++","自动驾驶编译工具工程师","北京","北京·海淀区·西北旺","滴滴","移动互联网","D轮及以上","1000-9999人","五险一金，补充医疗保险，定期体检","30-60K·15薪","3-5年","本科","Python","2024-12-19"
"后端开发","C/C++","C++","四川","成都·金牛区·驷马桥","鑫泰网络科技","电子商务","20-99人","无","五险一金，零食下午茶，年终奖，带薪年假，全勤奖，节日福利","15-25K","3-5年","本科","网络编程,音视频编解码,流媒体技术,Linux,STL,,","2024-12-19"
"后端开发","C/C++","具身智能部署集成工程师","北京","北京·海淀区·学院路","星海图GalaXea AI","智能硬件","天使轮","20-99人","节日福利，带薪年假，年终奖，团建聚餐，五险一金，股票期权，保底工资，绩效奖金","25-50K·14薪","1-3年","硕士","C++,C,Python,人工智能,机器人,AI","2024-12-19"
"后端开发","C/C++","C++","浙江","杭州","浙江大华","计算机软件","已上市","1000-9999人","五险一金，带薪年假，通讯补贴，定期体检，住房补贴，餐补，员工旅游，补充医疗保险，年终奖，交通补助，股票期权，节日福利","14-24K·16薪","3-5年","本科","C/C++,C++,QT,C,嵌入式软件经验,Linux开发/部署经验","2024-12-19"
"后端开发","C/C++","C","四川","成都·武侯区·新会展中心","电科网安","信息安全","已上市","1000-9999人","工龄奖，免费工装，节日福利，年终奖，补充医疗保险，通讯补贴，绩效奖金，意外险，高温补贴，餐补，股票期权，交通补助，团建聚餐，五险一金，生日福利，高温假，带薪年假，公积金12%，春节假期12天，定期体检","15-30K·14薪","3-5年","本科","C语言,C++,计算机相关专业,C语言开发经验","2024-12-19"
"后端开发","C/C++","高级开发工程师/技术专家","浙江","杭州·西湖区·转塘","阿里云","互联网","不需要融资","10000人以上","年终奖，绩效奖金，节日福利，带薪年假，免费班车，餐补，五险一金，定期体检","30-60K","3-5年","本科","C++,数据结构,分布式技术,Linux,全栈开发,云计算,,","2024-12-19"
"后端开发","C/C++","C＋＋开发","四川","成都·武侯区·新会展中心","考拉悠然科技","互联网","B轮","100-499人","零食下午茶，年终奖，五险一金，股票期权，保底工资，带薪年假，生日福利，节日福利，定期体检，员工旅游，交通补助，团建聚餐，绩效奖金，加班补助，工龄奖，夜班补助","18-30K","5-10年","本科","C++服务端开发经验,C++,Linux,OpenCV,多线程,,,,,,,","2024-12-19"
"后端开发","C/C++","C＋＋开发实习生（25届/可转正）","广东","广州·天河区·棠下","灵感互娱","游戏","未融资","100-499人","节日福利，股票期权，绩效奖金，零食下午茶，餐补，带薪年假，住房补贴，加班补助，定期体检，团建聚餐，五险一金","8-10K·13薪","在校/应届","本科","C++,C#,Redis,MySQL,游戏后端经验","2024-12-19"
"后端开发","C/C++","量化交易开发工程师","上海","上海·浦东新区·张江","上海无限地带计算机","文化艺术/娱乐","0-20人","无","","15-20K","3-5年","硕士","C++,Python","2024-12-19"
"后端开发","C/C++","穿戴C++开发","陕西","西安·雁塔区·高新软件园","诚迈科技","互联网","已上市","1000-9999人","通讯补贴，团建聚餐，加班补助，带薪年假，五险一金，法定节假日三薪，免费班车，节日福利，交通补助，定期体检，餐补，员工旅游","11-20K","经验不限","本科","界面开发,C++,穿戴C++,穿戴","2024-12-19"
"后端开发","C/C++","初级软件工程师","湖南","长沙·开福区·湘雅路","戎腾网络","通信/网络设备","A轮","20-99人","五险一金，加班补助，生日福利，工会福利，团建费，定期体检，股票期权，年终奖，差旅补助，员工旅游，交通补助，带薪年假","9-14K","1-3年","本科","虚拟机技术,网络协议,Linux,Python,C#,,","2024-12-19"
"后端开发","C/C++","软件开发工程师","江苏","南京·雨花台区·铁心桥","科大智能","仪器仪表/工业自动化","未融资","","五险一金，员工旅游，加班补助，节日福利，带薪年假，定期体检，年终奖，免费班车，餐补，补充医疗保险","13-25K·13薪","1-3年","本科","C++,Python","2024-12-19"
"后端开发","C/C++","C++初级工程师","湖北","武汉·江夏区·藏龙岛","数科网维","计算机软件","不需要融资","100-499人","定期体检，五险一金，带薪年假，通讯补贴，餐补，节日福利","8-12K·14薪","在校/应届","本科","QT,C++","2024-12-19"
"后端开发","C/C++","C++开发工程师","上海","上海·浦东新区·陆家嘴","聆歌信息","移动互联网","天使轮","0-20人","","30-60K","3-5年","本科","C++,后端开发,linux","2024-12-19"
"后端开发","C/C++","高级c++软件开发工程师","北京","北京·朝阳区·望京","概伦电子","通信/网络设备","已上市","100-499人","补充医疗保险，带薪年假，股票期权，年终奖，餐补，定期体检，五险一金","25-50K","3-5年","本科","C++,QT,嵌入式软件经验,不限","2024-12-19"
"后端开发","C/C++","C++/Qt 软件工程师","江苏","南通·崇川区·中南·世纪城(崇文路)","江苏禹优","计算机软件","未融资","20-99人","节日福利，生日福利，五险一金，带薪年假，全勤奖，绩效奖金，年终奖，餐补","10-15K","1-3年","本科","QT,Linux,windows","2024-12-19"
"后端开发","C/C++","C++开发工程师","湖北","武汉","中地数码","计算机软件","未融资","500-999人","通讯补贴，年终奖，五险一金，节日福利，带薪年假，餐补，定期体检","8-13K","在校/应届","本科","多线程","2024-12-19"
"后端开发","C/C++","高德-C++车载软件开发专家","北京","北京·朝阳区·望京","高德地图","互联网","已上市","1000-9999人","股票期权，员工旅游，餐补，年终奖，节日福利，带薪年假，定期体检，免费班车，补充医疗保险，五险一金，交通补助","25-40K·16薪","3-5年","本科","地图导航,智能硬件,车联网,智能驾驶","2024-12-19"
"后端开发","C/C++","微信后台开发工程师","广东","深圳·南山区·科技园","腾讯","互联网","不需要融资","10000人以上","带薪年假，零食下午茶，五险一金，住房补贴，节日福利，员工旅游，交通补助，补充医疗保险，股票期权，定期体检，公仔周边活动，包吃，免费健身房，免费班车，餐补，年终奖，免费早晚餐","20-40K","1-3年","本科","多线程,网络协议,Socket技术,多进程,Linux,后端开发,","2024-12-19"
"后端开发","C/C++","C＋＋开发工程师","北京","北京·东城区·来福士","和缓医疗","互联网","B轮","100-499人","零食下午茶，股票期权，五险一金，定期体检，节日福利，年终奖，带薪年假，加班补助，交通补助","15-30K","1-3年","本科","QT,中级软件工程师,初级软件工程师,后端开发","2024-12-19"
"后端开发","C/C++","c++软件工程师","广东","深圳·龙岗区·坂田","华为云计算","计算机服务","不需要融资","10000人以上","住房补贴，交通补助，法定节假日三薪，定期体检，绩效奖金，补充医疗保险，保底工资，带薪年假，节日福利，零食下午茶，夜班补助，五险一金，员工旅游，年终奖，团建聚餐，免费班车，加班补助，生日福利，节假日加班费，意外险","30-60K·14薪","经验不限","本科","C++,OpenGL,分布式经验","2024-12-19"
"后端开发","C/C++","AI驱动工程师","陕西","西安·长安区·高新软件园","西安华为","通信/网络设备","未融资","10000人以上","股票期权，夜班补助，免费班车，员工旅游，五险一金，带薪年假，节日福利，年终奖，节假日加班费，加班补助，有无线网，法定节假日三薪，定期体检，补充医疗保险","15-30K","5-10年","本科","Linux,架构师,计算机软件,智能硬件,智能驾驶,,,","2024-12-19"
"后端开发","C/C++","服务器监控开发工程师(J78322)","北京","北京·海淀区·上地","百度在线","互联网","已上市","10000人以上","带薪年假，补充医疗保险，五险一金，餐补，定期体检，零食下午茶，通讯补贴，年终奖，股票期权","200-250元/天","5天/周","3个月","C++,C,Python,Redis,Linux开发/部署经验,分布式经验,,","2024-12-19"
"后端开发","C/C++","嵌入式软件工程师","上海","上海·浦东新区·张江","易乎","通信/网络设备","0-20人","无","","15-20K","5-10年","本科","C++","2024-12-19"
"后端开发","C/C++","边缘云-云网络资深技术专家","四川","成都·双流区·华阳","北京字节跳动","互联网","不需要融资","10000人以上","餐饮及下午茶，五险一金，家庭关爱假，交通补助，带薪年假，节日福利，意外险，定期体检，补充医疗保险，住房补贴，弹性工作制，节日礼品，绩效奖金，零食下午茶，团建聚餐，年终奖，年度体检，就近租房补贴，包吃，餐补","60-90K·16薪","5-10年","本科","C++,C,云,网络,网关","2024-12-19"
"后端开发","C/C++","c++研发工程师","四川","成都·双流区·兴隆街道","观想科技","计算机软件","已上市","100-499人","五险一金，年终奖，带薪年假，节日福利","15-25K","3-5年","本科","C++,C语言,计算机相关专业,自驱力","2024-12-19"
"后端开发","C/C++","内核开发（C/C++）","广东","深圳·龙岗区·坂田","华为技术有限公司","计算机软件","不需要融资","10000人以上","节假日加班费，离职补偿，绩效奖金，全勤奖，团建聚餐，住房补贴，节日福利，员工旅游，年终奖，加班补助，定期体检，零食下午茶，五险一金，股票期权，带薪年假，交通补助，法定节假日三薪，补充医疗保险，通讯补贴，保底工资","20-40K·14薪","经验不限","本科","Python,Shell,Linux,网络安全","2024-12-19"
"后端开发","C/C++","软件开发工程师","江苏","苏州·苏州工业园区·娄葑","智原微电子","智能硬件","未融资","100-499人","团建聚餐，带薪年假，员工旅游，五险一金，零食下午茶，生日福利，意外险，餐补，绩效奖金，节日福利，年终奖，定期体检","15-25K·15薪","3-5年","本科","Unix,多线程,STL,数据结构","2024-12-19"
"后端开发","C/C++","c++开发","广东","深圳·宝安区·西乡","道恒永法务咨询","银行","未融资","0-20人","","12-22K","3-5年","本科","C/C++,Linux,Windows,C开发,中级软件工程师,","2024-12-19"
"后端开发","PHP","PHP架构师","福建","厦门·思明区·软件园","港特斯金","建筑材料","20-99人","无","","15-20K","经验不限","学历不限","Linux,Laravel,架构师,Redis,TP框架,后端开发","2024-12-19"
"后端开发","PHP","网站搭建","福建","厦门·思明区·软件园","三维云科技","互联网","天使轮","20-99人","全勤奖，年终奖，五险一金，加班补助，通讯补贴，节日福利，带薪年假","7-12K·13薪","1-3年","大专","HTML,CSS,后端开发,MySQL,网络协议,全栈开发,,","2024-12-19"
"后端开发","PHP","php开发工程师","湖南","长沙·雨花区·高桥","比特网来","移动互联网","未融资","0-20人","有无线网，团建聚餐，全勤奖，保底工资，五险一金","6-7K","1-3年","大专","PHP,MySQL/Redis/MongoDB,LNMP/LAMP,PHP开发经验,","2024-12-19"
"后端开发","PHP","PHP程序员","云南","昆明·五华区·莲花池","云念信息科技有限公司","互联网","未融资","0-20人","","8-12K","3-5年","本科","后端开发,PHP,系统架构","2024-12-19"
"后端开发","PHP","PHP开发工程师（双休 / 上市公司）","广东","深圳","赛维时代","电子商务","已上市","1000-9999人","带薪年假，餐补，五险一金，年终奖，零食下午茶，定期体检，节日福利，住房补贴，员工旅游","12-20K·13薪","经验不限","本科","PHP开发经验,PHP,MySQL/Redis/MongoDB,,","2024-12-19"
"后端开发","PHP","php开发工程师","广东","深圳·南山区·科技园","链元","电子商务","未融资","100-499人","带薪年假，团建聚餐，全勤奖，节日福利，绩效奖金，高温补贴，五险一金，员工旅游，意外险，餐补，零食下午茶","8-13K","1-3年","本科","独立站自建站,PHP开发经验,PHP,计算机相关专业,","2024-12-19"
"后端开发","PHP","PHP","黑龙江","哈尔滨·南岗区·宣庆街","科盛网络","计算机软件","未融资","20-99人","餐补，全勤奖，通讯补贴，年终奖，员工旅游，节日福利，交通补助，加班补助，五险一金，带薪年假","4-6K","经验不限","大专","C#","2024-12-19"
"后端开发","PHP","PHP开发工程师（海马体）","浙江","杭州·钱塘区·和达东东城","海马体集团","社交网络与媒体","不需要融资","10000人以上","交通补助，节日福利，全勤奖，带薪年假，加班补助，餐补，五险一金","15-25K","3-5年","大专","分布式技术,NoSQL,Memcached,Redis,MongoDB,","2024-12-19"
"后端开发","PHP","PHP开发工程师（家用机器人方向）","山东","日照·东港区·海纳商城","创泽智能机器人","智能硬件","已上市","100-499人","补充医疗保险，餐补，带薪年假，员工旅游，定期体检，五险一金，节日福利","6-10K","1-3年","本科","数据库","2024-12-19"
"后端开发","PHP","IT学徒","广东","东莞·南城街道·南城","东莞尾音科技","大数据","20-99人","无","","3-4K","1年以内","中专/中技","PHP","2024-12-19"
"后端开发","PHP","PHP","江西","南昌·南昌县·象湖","街寻","移动互联网","未融资","20-99人","五险一金","5-10K·13薪","3-5年","本科","PHP,后端开发,小程序","2024-12-19"
"后端开发","PHP","PHP程序开发/web程序员（","福建","漳州·龙海区·石码","邦策网站建设平台","计算机软件","20-99人","无","","4-9K","经验不限","本科","PHP,PHP开发经验","2024-12-19"
"后端开发","PHP","php开发主管","广东","深圳·龙华区·民治","世纪商桥","互联网","不需要融资","20-99人","全勤奖，员工旅游，年终奖，带薪年假，五险一金","10-15K","5-10年","大专","后端开发,PHP,系统架构","2024-12-19"
"后端开发","PHP","后端研发工程师","北京","北京·海淀区·西北旺","百度","互联网","已上市","10000人以上","五险一金，住房补贴，加班补助，补充医疗保险，免费班车，员工旅游，年终奖，娱乐健身，零食下午茶，带薪年假，餐补，通讯补贴，交通补助，定期体检，节日福利","15-30K·15薪","1-3年","本科","Python,php,c++,go","2024-12-19"
"后端开发","PHP","php高级研发工程师","山东","潍坊·潍城区·豪德","布尔信息科技","计算机软件","天使轮","20-99人","定期体检","7-10K","1-3年","学历不限","PHP,计算机相关专业,PHP开发经验,服务端开发经验","2024-12-19"
"后端开发","PHP","PHP工程师","","西双版纳傣族自治州·景洪市·曼景兰","村宏科技经营部","通信/网络设备","0-20人","无","","4-9K","1年以内","学历不限","PHP,后端开发,MySQL,Web端","2024-12-19"
"后端开发","PHP","PHP开发工程师","北京","北京·海淀区·上地","百度","互联网","已上市","10000人以上","定期体检，年终奖，带薪年假，加班补助，节日福利，免费班车，交通补助，娱乐健身，五险一金，通讯补贴，住房补贴，员工旅游，零食下午茶，餐补，补充医疗保险","18-35K·15薪","1-3年","本科","后端开发,PHP","2024-12-19"
"后端开发","PHP","php开发工程师","四川","成都·金牛区·金泉","众硕慧通","医疗器械","20-99人","无","","8-12K·13薪","3-5年","大专","PHP,PHP开发经验,大数据项目开发经验,计算机相关专业","2024-12-19"
"后端开发","PHP","php软件开发工程师","","恩施土家族苗族自治州·恩施市·金桂大道","软件开发","计算机软件","0-20人","无","","4-8K","经验不限","学历不限","软件工程师,ThinkPHP,PHP","2024-12-19"
"后端开发","PHP","后端开发","广西","北海·银海区·四川南路","不凡科技","互联网","不需要融资","0-20人","节日福利，团建聚餐，生日福利，五险一金，定期体检，节假日加班费，年终奖，交通补助，绩效奖金，员工旅游，保底工资，零食下午茶，股票期权，法定节假日三薪，免费工装，带薪年假","5-8K","3-5年","大专","PHP,MySQL/Redis/MongoDB,Laravel/Yii/ThinkPHP","2024-12-19"
"后端开发","PHP","PHP开发工程师","北京","北京·门头沟区·永定","相伴无忧","家政服务","0-20人","无","","20-23K","3-5年","本科","网络编程,PC端网站开发,MySQL,SQL Server","2024-12-19"
"后端开发","PHP","php","四川","成都·武侯区·机投","芯创智联","通信/网络设备","0-20人","无","加班补助，五险一金，带薪年假，年终奖，节日福利，生日福利","8-13K","1-3年","大专","PHP","2024-12-19"
"后端开发","PHP","后端PHP工程师","湖北","武汉·江夏区·光谷","企名科技","互联网","A轮","20-99人","带薪年假，年终奖，企业年金，节假日加班费，五险一金，有无线网，绩效奖金，团建聚餐","8-10K·13薪","1-3年","本科","Laravel/Yii/ThinkPHP,ThinkPHP,PHP开发经验,MySQL,,,,,,","2024-12-19"
"后端开发","PHP","php开发工程师","上海","上海·虹口区·临平路","泛多网络","计算机软件","0-20人","无","五险一金，全勤奖，年终奖","12-18K","5-10年","本科","PHP,计算机相关专业,PHP开发经验,架构设计经验,mysql,,","2024-12-19"
"后端开发","PHP","PHP程序员","云南","昆明","乐吧科技","互联网","未融资","0-20人","全勤奖，五险一金，底薪加提成，保底工资","6-8K","经验不限","学历不限","PHP","2024-12-19"
"后端开发","PHP","php开发工程师","河北","石家庄·桥西区·平安南大街","中瑞政通","财务/审计/税务","未融资","20-99人","员工旅游，定期体检，年终奖，节日福利，五险一金，带薪年假","5-7K","3-5年","本科","Laravel/Yii/ThinkPHP,PHP开发经验,PHP,计算机相关专业","2024-12-19"
"后端开发","PHP","PHP","重庆","重庆·永川区·万达广场","展锐","社交网络","0-20人","无","","3-5K","经验不限","学历不限","PHP,MySQL/Redis/MongoDB","2024-12-19"
"后端开发","PHP","PHP","山西","晋中·榆次区·大学城志村","领航之星","计算机服务","0-20人","无","","5-6K","3-5年","学历不限","PHP,计算机相关专业,PHP开发经验,架构设计经验","2024-12-19"
"后端开发","PHP","PHP高级工程师","河北","石家庄·长安区·省博物馆","实搜网络","互联网","未融资","0-20人","全勤奖，五险，节日福利，带薪年假，员工旅游，五险一金","7-10K","3-5年","大专","PHP,HTML,MySQL,Laravel,CodeIgniter,GIT,,","2024-12-19"
"后端开发","PHP","WordPress工程师","广东","深圳·宝安区·西乡","兆创科技","电子商务","未融资","20-99人","交通补助，节日福利，零食下午茶，底薪加提成，五险一金","12-20K·13薪","1-3年","大专","PHP,LNMP/LAMP,Laravel/Yii/ThinkPHP,PHP开发经验","2024-12-19"
"后端开发","Python","Python","江苏","镇江","镇江九桌信息技术","计算机软件","天使轮","20-99人","带薪年假，宿舍有空调，夜班补助，加班补助，意外险，五险一金，绩效奖金，年终奖，全勤奖，有无线网，包住，节假日加班费，住房补贴，定期体检，员工旅游，节日福利，股票期权，免费工装，生日福利，底薪加提成","8-12K","1-3年","大专","算法基础,MySQL,软件工程师,GIT,ERP,odoo,whs","2024-12-19"
"后端开发","Python","软件工程师","广东","广州·增城区·永和","广州前沿信息系统","互联网","未融资","0-20人","带薪年假，年终奖，员工旅游","6-8K·13薪","1-3年","本科","Python,Java,C#,Nginx,PostgreSQL","2024-12-19"
"后端开发","Python","Python","陕西","西安·长安区·高新软件园","西安华为","通信/网络设备","未融资","10000人以上","法定节假日三薪，有无线网，夜班补助，年终奖，免费班车，补充医疗保险，股票期权，带薪年假，员工旅游，五险一金，加班补助，节日福利，定期体检，节假日加班费","11-22K","1-3年","本科","分布式技术,Linux,Python,Shell","2024-12-19"
"后端开发","Python","后台（Python）开发工程师","北京","北京·海淀区·上地","聚米画沙","信息安全","天使轮","0-20人","股票期权，年终奖，带薪年假，节日福利，五险一金，通讯补贴，定期体检","10-15K","1-3年","本科","数据开发,Linux,Django,后端,计算机相关专业,物联网,","2024-12-19"
