"category","sub_category","job_title","province","job_location","job_company","job_industry","job_finance","job_scale","job_welfare","job_salary_range","job_experience","job_education","job_skills","create_time"
"后端开发","C#","软件工程师","江苏","苏州·常熟市·高新技术产业园","方普智能","自动化设备","100-499人","无","夜班补助，通讯补贴，五险一金，包住，餐补，带薪年假，绩效奖金，股票期权，交通补助，年终奖，宿舍有空调，定期体检","10-15K","1-3年","本科","C#,Java,C++,C#开发经验","2024-12-19"
"后端开发","C#","高级软件工程师","广东","佛山·南海区·罗村","亿欧光电","仪器仪表/工业自动化","不需要融资","20-99人","团建聚餐，工龄奖，加班补助，有无线网，夜班补助，年终奖，节日福利，全勤奖，节假日加班费，员工旅游，免费工装，餐补，带薪年假，五险一金，法定节假日三薪，生日福利，零食下午茶","15-25K","5-10年","本科","C#开发经验","2024-12-19"
"后端开发","C#","上位机软件工程师","上海","上海·宝山区·罗泾","天贺自动化","仪器仪表","未融资","20-99人","员工旅游，五险一金，带薪年假","9-14K","1-3年","大专","C#,C#开发经验,ASP.NET,.NET开发经验,socket","2024-12-19"
"后端开发","C#","C++/C#软件工程","江苏","苏州·昆山市·昆山","中科微电子所昆山分所","电子/半导体/集成电路","100-499人","无","","8-13K","1-3年","本科","C/C++,C#,.NET","2024-12-19"
"后端开发","C#","软件工程师C#","重庆","重庆·渝北区·汽博中心","世孚科技","仪器仪表/工业自动化","不需要融资","0-20人","丰厚年终奖，节日福利，五险，年度调薪，带薪年假，公司重点项目，大牛带队，老板、领导好，不压工资","5-8K·13薪","1-3年","大专","MySQL,C#,ASP.NET,.NET开发经验,C#开发经验,,,,","2024-12-19"
"后端开发","C#","C#工程师","湖北","十堰·茅箭区·北京北路","睿志科技","电子商务","未融资","20-99人","节日福利，交通补助，全勤奖，五险一金，年终奖，通讯补贴","5-8K","3-5年","大专","C#,Java,Python,SQL Server,计算机相关专业,","2024-12-19"
"后端开发","C#","全栈初级工程师","重庆","重庆·渝北区·礼嘉","重庆典识古科技","互联网","未融资","0-20人","带薪年假，交通补助，五险一金，年终奖，绩效奖金，加班补助，保底工资，餐补，通讯补贴，全勤奖","3-8K·13薪","经验不限","本科","C#,C#开发经验,ASP.NET,.NET开发经验,SQL Server,","2024-12-19"
"后端开发",".NET",".net后端研发","北京","北京·东城区·北京站","京溢道晟","互联网","不需要融资","20-99人","节日福利，有无线网，团建聚餐，零食下午茶，五险一金","15-22K","5-10年","本科",".NET Core,C#,Java","2024-12-19"
"后端开发",".NET","小程序开发工程师","北京","北京·朝阳区·四惠","国奥五音方","保健/养生","未融资","20-99人","绩效奖金，底薪加提成，节日福利，保底工资，五险一金","8-13K","1-3年","大专",".NET,.NET Core,C#","2024-12-19"
"后端开发",".NET",".NET","天津","天津·南开区·华苑","天津普智芯","电子/硬件开发","不需要融资","20-99人","零食下午茶，住房补贴，年终奖，餐补，节日福利，五险一金，带薪年假","6-11K","1-3年","本科","硬件,.NET,.NET开发经验,软件工程师,计算机相关专业","2024-12-19"
"后端开发",".NET",".net开发工程师","山东","青岛·城阳区·正阳路","数狐科技","计算机软件","未融资","0-20人","带薪年假，年终奖，零食下午茶，餐补，节日福利，五险一金，出差补贴","5-10K","1-3年","大专","C#,SQL,网络协议,数据结构,MySQL,软件工程师,","2024-12-19"
"后端开发",".NET",".Net研发工程师","广东","东莞·南城街道·南城","德臻","计算机软件","不需要融资","100-499人","年终奖，带薪年假，五险一金，节日福利","11-18K","1-3年","大专","SQL,C#,ASP.NET,.NET MVC,.NET Core,SQL Server,,","2024-12-19"
"后端开发",".NET",".NET高级开发工程师","江苏","常州·新北区·薛家","博昊智能","企业服务","20-99人","无","","10-15K·13薪","3-5年","大专","系统架构,.NET,C#","2024-12-19"
"后端开发",".NET","软件开发工程师","北京","北京·海淀区·公主坟","万方医学","医疗健康","100-499人","无","交通补助，定期体检，通讯补贴，年终奖，节日福利，法定节假日三薪，工龄奖，餐补，带薪年假，绩效奖金，生日福利，高温补贴，保底工资，意外险，补充医疗保险，五险一金","12-15K","3-5年","本科","服务端开发经验,CRM系统开发经验,.NET开发经验,.NET,,","2024-12-19"
"后端开发",".NET","开发顾问","浙江","杭州·拱墅区·新天地","上海启封","计算机软件","不需要融资","20-99人","定期体检，通讯补贴，补充医疗保险，带薪年假，节日福利，五险一金，交通补助，员工旅游，底薪加提成，生日福利，绩效奖金，团建聚餐，意外险","6-10K","1-3年","本科",".NET,erp","2024-12-19"
"后端开发",".NET","系统架构师","北京","北京·西城区·月坛","宏博新易","计算机服务","不需要融资","20-99人","节日福利，五险一金，包吃","20-25K","10年以上","本科","架构师,算法设计,计算机软件,C#,C++,.NET","2024-12-19"
"后端开发",".NET",".NET","湖南","益阳·赫山区","工匠网络科技有限公司","电子商务","20-99人","无","","8-10K","3-5年","大专",".NET","2024-12-19"
"后端开发",".NET",".net开发工程师","上海","上海·浦东新区·花木","欧路软件","计算机软件","未融资","20-99人","带薪年假，节日福利，包吃，五险一金，零食下午茶，年终奖","10-15K·13薪","1-3年","本科","C#,.NET,后台开发,千万级用户,自研成熟产品","2024-12-19"
"后端开发",".NET",".NET","山东","潍坊·奎文区·高新区","山东中润","计算机软件","未融资","20-99人","生日福利，全勤奖，保底工资，五险一金，有无线网，员工旅游，交通补助，团建聚餐，年终奖，通讯补贴，零食下午茶，免费工装，底薪加提成，定期体检，节日福利，意外险，带薪年假，绩效奖金，宿舍有空调","5-10K","3-5年","大专","C#,.NET开发经验,.NET,计算机相关专业,.NET Core","2024-12-19"
"后端开发",".NET",".NET","山东","济宁·任城区·济安桥","睿观软件","计算机软件","20-99人","无","员工旅游，五险一金，全勤奖，保底工资，团建聚餐","3-8K","经验不限","学历不限",".NET,C#,MySQL/SQL Server/Oracle","2024-12-19"
"后端开发",".NET","资深.NET全栈开发工程师","上海","上海·浦东新区·张江","瑞孚迪","其他行业","不需要融资","1000-9999人","补充医疗保险，工龄奖，定期体检，员工旅游，生日福利，免费班车，通讯补贴，交通补助，餐补，绩效奖金，年终奖，节日福利，五险一金，带薪年假","25-40K·13薪","5-10年","本科",".NET,.NET Core,Vue/React/Angular,.NET开发经验,","2024-12-19"
"后端开发",".NET","定制研发主管","广东","中山·沙溪镇·星宝","韩众科技","计算机软件","0-20人","无","","9-10K","1-3年","大专","SQL,ASP.NET,EF,WCF,MVC开发,多线程,Oracle,","2024-12-19"
"后端开发",".NET",".NET软件工程师","湖北","武汉·洪山区·余家头","纬衡科技","计算机软件","不需要融资","100-499人","零食下午茶，加班补助，交通补助，通讯补贴，年终奖，全勤奖，节日福利，员工旅游，五险一金，带薪年假","5-10K","1-3年","本科","数据库,.NET,C#","2024-12-19"
"后端开发",".NET",".NET","浙江","温州·瓯海区·动车南站","浙江启进科技有限公司","计算机软件","不需要融资","20-99人","零食下午茶，节日福利，全勤奖，带薪年假，五险一金，年终奖，包吃","8-10K","1-3年","中专/中技",".NET","2024-12-19"
"后端开发",".NET",".NET软件工程师","上海","上海·徐汇区·漕河泾","东海智通","其他行业","A轮","100-499人","带薪年假，五险一金","9-14K","3-5年","大专",".NET,C#,.NET Core","2024-12-19"
"后端开发",".NET","软件工程师.net","广东","深圳","德富莱","智能硬件","未融资","500-999人","节日福利，包吃，团建聚餐，员工旅游，保底工资，餐补，绩效奖金，带薪年假，有无线网，免费工装，法定节假日三薪，五险一金，包住，加班补助，生日福利，补充医疗保险，宿舍有空调","12-24K·14薪","5-10年","本科","SQL,Winform,网络协议,多线程,Socket技术,C#,,","2024-12-19"
"后端开发",".NET",".NET(可接受短期出差）","河北","石家庄·长安区·体育北大街","石家庄协达科技","计算机软件","未融资","20-99人","加班补助，全勤奖，年终奖，带薪年假，餐补，通讯补贴，节日福利","3-8K","1-3年","大专","Oracle,架构师","2024-12-19"
"后端开发",".NET","后台开发（.net）+周末双休","湖南","长沙·天心区·书院路","星辰普惠","计算机软件","未融资","20-99人","节日福利，生日福利，五险一金","8-10K","1-3年","本科","C#,Socket技术,ASP.NET,HTML,MVC开发,网络协议,,","2024-12-19"
"后端开发",".NET",".NET","上海","上海·奉贤区·柘林","途厚贸易","进出口贸易","不需要融资","0-20人","","10-15K","经验不限","学历不限","数据结构,网络编程,.NET MVC","2024-12-19"
"后端开发",".NET","软件开发工程师","河南","郑州·金水区·郑州东站","万序健康","计算机服务","A轮","100-499人","五险一金，员工旅游，全勤奖，通讯补贴，餐补，交通补助，节日福利，加班补助，年终奖，带薪年假","8-12K","经验不限","本科",".NET开发经验,ORACLE,SPD","2024-12-19"
"后端开发",".NET",".net工程师实习生（在校应届均可）","天津","天津·东丽区·天津滨海国际机场","海特高新","铁路/船舶/航空/航天制造","1000-9999人","无","包吃，员工旅游，带薪年假，五险一金","100-150元/天","3天/周","2个月",".NET,Vue/React/Angular","2024-12-19"
"后端开发",".NET","软件工程师","浙江","嘉兴·桐乡市·崇福","蓝凌","仪器仪表/工业自动化","0-20人","无","","10-15K","1-3年","本科",".NET,.NET开发经验","2024-12-19"
"后端开发",".NET",".net程序员","浙江","金华·婺城区·董宅","鑫扬网络","互联网","未融资","0-20人","五险一金","4-6K","1-3年","大专","ASP,C#,HTML,CSS,计算机软件,软件工程师,SQL","2024-12-19"
"后端开发",".NET",". net工程师","湖南","长沙·岳麓区·麓谷","京麒","仪器仪表/工业自动化","未融资","0-20人","员工旅游，节日福利，底薪加提成，绩效奖金，生日福利，五险一金，全勤奖，团建聚餐，零食下午茶，带薪年假","5-10K·13薪","1-3年","大专",".NET,C#,JQuery,软件工程师,SQL Server,.NET MVC,,","2024-12-19"
"后端开发",".NET",".NET","河南","郑州·二七区·五里堡","峰蜗牛科技","电子商务","D轮及以上","500-999人","五险一金，加班补助，股票期权，零食下午茶，节日福利，餐补，年终奖，全勤奖，通讯补贴，员工旅游","8-12K","1-3年","大专","C#,SQL,ASP.NET,.NET Core,.NET MVC","2024-12-19"
"后端开发",".NET",".NET","湖南","长沙·雨花区·红星","湖南中交京纬","计算机软件","20-99人","无","","8-13K","5-10年","本科","SQL,MVC开发,ASP.NET,Oracle,MySQL","2024-12-19"
"后端开发",".NET","组态软件C#.net高级开发工程师","北京","北京","北京锐奇视讯","计算机服务","不需要融资","20-99人","定期体检，年终奖，工程师包住宿，员工旅游，节日福利，带薪年假，通讯补贴，五险一金","15-30K","5-10年","本科","软件工程师,组态软件,力控软件,SQL","2024-12-19"
"后端开发","Node.js","Node.js开发工程师","广东","广州·越秀区·流花","店客多","互联网","未融资","20-99人","节日福利，零食下午茶，定期体检，补充医疗保险，免费班车，带薪年假，五险一金","150-200元/天","5天/周","10个月","后端开发,JavaScript,Express,Koa,Egg.js","2024-12-19"
"后端开发","Node.js","Node.js AWS lambda 开发","广东","广州·天河区·龙洞","广州旭盛数据科技","在线教育","0-20人","无","","30-90元/时","3-5年","本科","Node.js,JavaScript/TypeScript,Node.js开发经验,AWS","2024-12-19"
"后端开发","Node.js","Node.js开发工程师","上海","上海·浦东新区·康桥","虹莱","计算机软件","未融资","500-999人","年终奖，带薪年假，五险一金，节日福利","18-25K·13薪","5-10年","本科","Java,‌MidwayJS,Node.js开发经验,服务端开发经验,,,,,","2024-12-19"
"后端开发","Node.js","node.js","安徽","合肥·蜀山区·天乐","美景信息","互联网","0-20人","无","","5-10K","1-3年","学历不限","后端开发,JavaScript,Node.js","2024-12-19"
"后端开发","Node.js","兼职NodeJS工程师","上海","上海·徐汇区·光启城","科爱信","在线教育","不需要融资","20-99人","带薪年假，五险一金，绩效奖金，工龄奖，全勤奖，员工旅游，年终奖，底薪加提成，保底工资","800-1000元/天","1-3年","本科","JavaScript/TypeScript,Node.js开发经验,服务端开发经验,,,,","2024-12-19"
"后端开发","Node.js","node 全栈实习生","浙江","杭州·余杭区·仓前","无法定义","生活服务(O2O)","未融资","0-20人","节日福利，带薪年假，有无线网，零食下午茶，五险一金，团建聚餐，法定节假日三薪，员工旅游，股票期权","130-160元/天","4天/周","3个月","全栈,Node.js,JavaScript/TypeScript,,","2024-12-19"
"后端开发","Node.js","web全栈工程师（Node.js）","广东","深圳·南山区·科技园","次元精灵","游戏","不需要融资","20-99人","加班补助，五险一金","13-15K","1-3年","学历不限","全栈,Node.js,JavaScript/TypeScript,,,","2024-12-19"
"后端开发","Node.js","【外企远程 核心业务】高级web开发工程师","上海","上海·黄浦区·人民广场","捷瑞网络技术","互联网","D轮及以上","500-999人","定期体检，节日福利，年终奖，股票期权，带薪年假，员工旅游，通讯补贴，五险一金","30-50K","5-10年","本科","后端,全栈,前端,Node.js,JavaScript/TypeScript,Golang,,,,","2024-12-19"
"后端开发","Node.js","nodejs软件开发工程师，可接受应届","广东","深圳·龙岗区·坂田","华为技术有限公司","计算机软件","不需要融资","10000人以上","定期体检，五险一金，绩效奖金，零食下午茶，离职补偿，补充医疗保险，保底工资，住房补贴，全勤奖，加班补助，交通补助，节日福利，法定节假日三薪，团建聚餐，带薪年假，员工旅游，通讯补贴，年终奖，节假日加班费，股票期权","15-30K·13薪","经验不限","本科","后端,全栈,前端,Node.js,Golang,Java,,,","2024-12-19"
"后端开发","Node.js","软件开发实习生","上海","上海","安鹿","企业服务","未融资","20-99人","五险一金，各类Party，年终奖，补充医疗保险，定期体检，节日福利，带薪年假，零食下午茶，员工旅游","150-200元/天","4天/周","3个月","后端,前端,Node.js,JavaScript/TypeScript,,,","2024-12-19"
"后端开发","Node.js","高级nodejs开发工程师","北京","北京·朝阳区·望京","美团","互联网","不需要融资","10000人以上","定期体检，意外险，保底工资，交通补助，五险一金，带薪年假，企业年金，员工旅游，团建聚餐，绩效奖金，节日福利，零食下午茶，年终奖，补充医疗保险","25-50K·15薪","3-5年","本科","Node.js,JavaScript/TypeScript,Java,Shell","2024-12-19"
"后端开发","Node.js","Node.js后端开发工程师","上海","上海·闵行区·莘庄","灵长科技","计算机服务","0-20人","无","定期体检，五险一金，带薪年假，年终奖","15-20K","1-3年","本科","Node.js,后端开发,JavaScript","2024-12-19"
"后端开发","Node.js","NodeJS开发工程师","广东","深圳·宝安区·新安","星月辰","游戏","未融资","20-99人","零食下午茶，员工旅游，年终奖，五险一金，股票期权，带薪年假","15-30K·13薪","1-3年","本科","后端开发,JavaScript,网络协议,分布式技术,Linux,Unix,","2024-12-19"
"后端开发","Node.js","solidity程序员","北京","北京·朝阳区·酒仙桥","诺瓦金融","计算机软件","20-99人","无","","20-30K·13薪","5-10年","本科","全栈,Node.js,JavaScript/TypeScript,Vue/Angular/React,,,","2024-12-19"
"后端开发","Node.js","华为云-Node.js高级开发工程师德科OD","陕西","西安·雁塔区·高新软件园","西安华为","通信/网络设备","未融资","10000人以上","带薪年假，免费班车，年终奖，节假日加班费，补充医疗保险，员工旅游，定期体检，节日福利，加班补助，五险一金，法定节假日三薪，有无线网，股票期权，夜班补助","20-30K·16薪","经验不限","本科","数据结构,全栈开发,TypeScript,Express,Koa,Egg.js,,","2024-12-19"
"后端开发","Node.js","企业IT-Web后端","广东","深圳","深圳富途网络科技","互联网","已上市","1000-9999人","交通补助，员工旅游，节日福利，免费班车，生日福利，团建聚餐，带薪年假，法定节假日三薪，有无线网，保底工资，企业年金，餐补，年终奖，定期体检","14-28K","1-3年","学历不限","后端开发,Java,PHP,TypeScript,数据结构,Linux","2024-12-19"
"后端开发","Node.js","node.js 开发工程师","广东","深圳·南山区·科技园","金光APP","印刷/包装/造纸","不需要融资","10000人以上","交通补助，年终奖，五险一金，加班调休，补充医疗保险，通讯补贴，住房补贴，节日福利，带薪年假","15-30K·16薪","1-3年","本科","Node.js","2024-12-19"
"后端开发","Node.js","Node.js 开发工程师","北京","北京·朝阳区·酒仙桥","逍遥云游","互联网","不需要融资","20-99人","团建聚餐，员工旅游，餐补，定期体检，节日福利，零食下午茶，绩效奖金，交通补助，年终奖，生日福利，带薪年假，五险一金","25-35K·13薪","1-3年","大专","服务端开发经验,Node.js,游戏,后端,","2024-12-19"
"后端开发","Node.js","node.js 服务器开发工程师","上海","上海·徐汇区·徐家汇","四三三","游戏","未融资","20-99人","餐补，带薪年假，住房补贴，零食下午茶，定期体检，五险一金","20-30K·15薪","3-5年","本科","TypeScript,JavaScript/TypeScript,Node.js开发经验,,,,,,,,","2024-12-19"
"后端开发","Node.js","node.js开发工程师","湖北","武汉·洪山区·鲁巷","南狐信科","通信/网络设备","20-99人","无","","10-15K","1-3年","大专","Node.js","2024-12-19"
"后端开发","Node.js","node后端开发工程师","广东","深圳·宝安区·新安","浩业晖","互联网","未融资","0-20人","","7-12K","1-3年","学历不限","后端开发,数据库,Linux,Node.js,JavaScript,Shell,,,,,","2024-12-19"
"后端开发","Node.js","中高级nodejs 工程师（前端）","广东","深圳·罗湖区·万象城","盟鼎数据","大数据","未融资","20-99人","年终奖，零食下午茶，加班补助，五险一金，节日福利，带薪年假，通讯补贴，交通补助","25-40K","3-5年","学历不限","nodejs,electron","2024-12-19"
"后端开发","Node.js","后端开发工程师","北京","北京·朝阳区·望京","算法未来","互联网","未融资","0-20人","","20-21K","3-5年","本科","后端开发,node.js,rust,区块链,mongodb","2024-12-19"
"后端开发","Node.js","后端开发工程师（Node.js）","广东","广州·天河区·天河公园","好分数","在线教育","C轮","1000-9999人","五险一金，定期体检，节日福利，年终奖，股票期权，带薪年假，餐补","8-12K","1-3年","本科","Node.js,后端开发,Java,Go,C++,Linux,GIT","2024-12-19"
"后端开发","Node.js","全栈工程师","广东","深圳","腾讯","互联网","不需要融资","10000人以上","住房补贴，五险一金，股票期权，包吃，补充医疗保险，员工旅游，公仔周边活动，免费班车，交通补助，节日福利，餐补，带薪年假，年终奖，零食下午茶，定期体检，免费健身房，免费早晚餐","25-50K","1-3年","本科","分布式技术,网络编程,Unix,全栈开发,JavaScript","2024-12-19"
"后端开发","Node.js","前端开发","广东","广州·番禺区·长隆","永昇信息科技有限公司","信息安全","未融资","20-99人","补充医疗保险，零食下午茶，员工旅游，节日福利","4-8K","经验不限","大专","全栈","2024-12-19"
"后端开发","Node.js","NodeJS开发工程师","广东","深圳·南山区·前海","Sencity","智能硬件","不需要融资","20-99人","通讯补贴，定期体检，带薪年假，全勤奖，节日福利，五险一金，股票期权，零食下午茶，年终奖，包吃，餐补","16-25K","经验不限","本科","Node.js","2024-12-19"
"后端开发","Node.js","后端开发工程师","上海","上海·宝山区·共富","逸罡网络","互联网","0-20人","无","","12-20K","1-3年","本科","数据库,后端开发,Node.js","2024-12-19"
"后端开发","Node.js","nodejs开发工程师","四川","成都","嘉谊互娱","游戏","未融资","100-499人","节日福利，零食下午茶，员工旅游，补充医疗保险，全勤奖，定期体检，五险一金，带薪年假","9-14K","3-5年","本科","服务器端开发,nodejs,后端开发,游戏开发","2024-12-19"
"后端开发","Node.js","后端开发实习生","广东","韶关·武江区·工业路","众联科技","大数据","未融资","0-20人","有无线网，零食下午茶，包吃，带薪年假，保底工资，年终奖，五险一金","80-160元/天","6天/周","5个月","后端,Node.js,JavaScript/TypeScript,","2024-12-19"
"后端开发","语音/视频/图形开发","camera软件高级工程师/专家","上海","上海·浦东新区·张江","荣耀终端有限公司","消费电子","不需要融资","10000人以上","通讯补贴，定期体检，加班补助，节日福利，零食下午茶，五险一金，带薪年假，股票期权，年终奖，免费班车，补充医疗保险","30-60K·18薪","经验不限","本科","C++,图形图像处理,影像,camera,音视频开发,BSP驱动,,","2024-12-19"
"后端开发","语音/视频/图形开发","影像效果工程师","广东","深圳·南山区·前海","中科创达","计算机软件","已上市","10000人以上","住房补贴，全勤奖，股票期权，员工旅游，加班补助，餐补，交通补助，带薪年假，五险一金，年终奖，节日福利，定期体检","17-21K","3-5年","本科","图形开发/渲染,流媒体传输协议,ISP,AWB","2024-12-19"
"后端开发","语音/视频/图形开发","WebRTC开发工程师","山东","潍坊·奎文区·阳光100广场","东之恒","互联网","不需要融资","20-99人","全勤奖，五险一金，加班补助，年终奖，节日福利","6-11K","1-3年","大专","FFmpeg,音视频编解码,流媒体技术,音视频开发","2024-12-19"
"后端开发","语音/视频/图形开发","vr开发工程师","内蒙古","乌海·海勃湾区·新华西街","智慧世家","咨询","0-20人","无","","4-5K","1-3年","大专","图形开发经验,音视频开发经验,Java,音视频编解码,,,","2024-12-19"
"后端开发","语音/视频/图形开发","资深音频软件工程师/专家","上海","上海·嘉定区·安亭","NIO蔚来","汽车研发/制造","已上市","10000人以上","加班补助，年终奖，五险一金，定期体检，带薪年假，股票期权，补充医疗保险，通讯补贴","30-55K·13薪","5-10年","本科","音视频/流媒体开发,音视频开发经验","2024-12-19"
"后端开发","语音/视频/图形开发","音视频开发工程师","上海","上海·杨浦区·五角场","平行线教育","培训/辅导机构","未融资","1000-9999人","员工旅游，节日福利，定期体检，有无线网，保底工资，绩效奖金，团建聚餐，生日福利，带薪年假，五险一金，意外险，免费工装，底薪加提成","35-45K·13薪","5-10年","本科","音频,视频,流媒体,C/C++,WebRTC","2024-12-19"
"后端开发","语音/视频/图形开发","camera效果调试工程师","广东","深圳·南山区·科技园","天珑移动","通信/网络设备","已上市","1000-9999人","节日福利，年终奖，五险一金，带薪年假，员工旅游，定期体检，股票期权","14-28K","3-5年","大专","团队管理经验,图形开发经验,图形开发/渲染","2024-12-19"
"后端开发","语音/视频/图形开发","AI视频开发工程师","北京","北京·石景山区·苹果园","正远展览展示","工程施工","未融资","20-99人","带薪年假，五险一金，加班补助，员工旅游","30-50K","3-5年","本科","音频,视频,图形,C/C++,Python,JavaScript","2024-12-19"
"后端开发","语音/视频/图形开发","多媒体客户端研发实习生","上海","上海","北京字节跳动","互联网","不需要融资","10000人以上","就近租房补贴，弹性工作制，带薪年假，餐饮及下午茶，零食下午茶，住房补贴，定期体检，年终奖，交通补助，补充医疗保险，五险一金，餐补，意外险，节日福利，年度体检，团建聚餐，家庭关爱假，绩效奖金，包吃，节日礼品","300-500元/天","4天/周","3个月","音视频/流媒体开发,音视频开发经验,流媒体开发经验,IOS,","2024-12-19"
"后端开发","语音/视频/图形开发","语音/视频/图形开发","广东","湛江","雷州市乌石镇大爱...","批发/零售","20-99人","无","","5-50元/时","经验不限","学历不限","音视频/流媒体开发","2024-12-19"
"后端开发","语音/视频/图形开发","音频开发工程师","浙江","杭州·滨江区·长河","华为企业通信","计算机软件","未融资","10000人以上","补充医疗保险，加班补助，免费班车，五险一金，股票期权，年终奖，定期体检，节假日加班费，带薪年假","18-35K·16薪","3-5年","本科","音视频/流媒体开发,Java,Python,音视频开发经验,,","2024-12-19"
"后端开发","语音/视频/图形开发","WebRTC引擎与SDK开发","北京","北京·朝阳区·望京","北京百易图信息科...","社交网络与媒体","不需要融资","100-499人","股票期权，年终奖，餐补，生日福利，零食下午茶，定期体检，节日福利，团建聚餐，带薪年假，五险一金，补充医疗保险","25-50K·15薪","3-5年","本科","C++,FFmpeg,流媒体开发经验,直播/视频会议经验,,,,","2024-12-19"
"后端开发","语音/视频/图形开发","自动驾驶仿真系统研发工程师","北京","北京·海淀区·西北旺","四维图新","互联网","已上市","1000-9999人","免费班车，绩效奖金，餐补，五险一金，交通补助，公司食堂，免费健身房，补充医疗保险，意外险，定期体检，免费图书馆，员工旅游，零食下午茶，股票期权，带薪年假，年终奖，节日福利，通讯补贴，团建聚餐，咖啡厅","20-40K·14薪","经验不限","本科","自动驾驶仿真,Python,C++","2024-12-19"
"后端开发","语音/视频/图形开发","软件工程师","陕西","西安·长安区·高新软件园","华为","计算机软件","不需要融资","10000人以上","定期体检，年终奖，五险一金，员工旅游，夜班补助，生日福利，保底工资，节假日加班费，意外险，法定节假日三薪，节日福利，餐补，股票期权，带薪年假，免费班车，交通补助，零食下午茶，加班补助，绩效奖金，补充医疗保险","16-30K·14薪","经验不限","本科","C/C++,Java,C++,Go,电子工程相关专业,嵌入式技术,,","2024-12-19"
"后端开发","语音/视频/图形开发","扩展现实引擎专家-ZHIY23-008(J13905)","上海","上海·嘉定区·华亭","上海联影","医疗器械","B轮","1000-9999人","五险一金，定期体检，免费班车，员工旅游，股票期权，带薪年假，节日福利，公租房，餐补，补充医疗保险，年终奖","30-55K·15薪","5-10年","硕士","图形,计算机/软件工程相关专业,图像处理相关专业,,","2024-12-19"
"后端开发","语音/视频/图形开发","音视频 SDK 开发（偏安卓）","湖北","武汉·江夏区·光谷","百家云","计算机软件","已上市","500-999人","五险一金，餐补，定期体检，年终奖，股票期权，带薪年假，住房补贴，员工旅游，交通补助，补充医疗保险，节日福利，零食下午茶","12-20K·14薪","经验不限","大专","Java,C++,音视频编解码,流媒体技术","2024-12-19"
"后端开发","语音/视频/图形开发","高级软件开发工程师（音视频编解码）","广东","深圳·南山区·科技园","天海宸光","计算机软件","天使轮","20-99人","年终奖，定期体检，节日福利，带薪年假，员工旅游，股票期权，通讯补贴，五险一金，零食下午茶","18-35K·13薪","经验不限","本科","音视频编解码,流媒体技术,嵌入式技术","2024-12-19"
"后端开发","语音/视频/图形开发","软件开发工程师","广东","深圳·龙岗区·坂田","雅康诚科技","仪器仪表/工业自动化","20-99人","无","","20-40K","3-5年","本科","C/C++,OpenGL/GLSL,图形,数学/统计相关专业","2024-12-19"
"后端开发","语音/视频/图形开发","华为技术专家—华为19+","上海","上海·浦东新区·祝桥","华为","计算机软件","不需要融资","10000人以上","股票期权，定期体检，节假日加班费，生日福利，意外险，年终奖，节日福利，五险一金，零食下午茶，员工旅游，带薪年假，加班补助，餐补，保底工资，绩效奖金，交通补助，免费班车，补充医疗保险，法定节假日三薪，夜班补助","40-70K·15薪","10年以上","本科","图形,Python,计算机图形学,图形开发/渲染,AI算法","2024-12-19"
"后端开发","语音/视频/图形开发","图形渲染高级/资深研发工程师","北京","北京","好未来","互联网","已上市","10000人以上","五险一金，健身房，补充医疗保险，定期体检，餐补，不定期培训，年终奖，节日福利，团建聚餐，带薪年假","20-40K","3-5年","本科","特效,渲染,OPENGL","2024-12-19"
"后端开发","语音/视频/图形开发","三维图形平台高级开发工程师","北京","北京·海淀区·中关村","北京圜晖科技有限公司","计算机软件","天使轮","20-99人","五险一金，交通补助，定期体检，带薪年假，生日福利，餐补，免费工装","18-28K·14薪","3-5年","本科","图形,C/C++,OpenGL/GLSL,计算机/软件工程相关专业,,","2024-12-19"
"后端开发","语音/视频/图形开发","多媒体算法工程师","浙江","杭州·滨江区·长河","华为技术有限公司","计算机软件","不需要融资","10000人以上","股票期权，通讯补贴，五险一金，带薪年假，团建聚餐，保底工资，离职补偿，绩效奖金，法定节假日三薪，节日福利，全勤奖，加班补助，年终奖，节假日加班费，员工旅游，住房补贴，交通补助，零食下午茶，补充医疗保险，定期体检","25-35K·14薪","1-3年","博士","C++,Python","2024-12-19"
"后端开发","语音/视频/图形开发","资深多媒体软件工程（video）","上海","上海·浦东新区·陆家嘴","砺算科技","半导体/芯片","A轮","100-499人","五险一金，意外险，补充医疗保险","25-50K·14薪","5-10年","硕士","video codec,C++,KMD,音视频编解码,音视频/流媒体开发","2024-12-19"
"后端开发","语音/视频/图形开发","播放器内核开发工程师/架构师","北京","北京·朝阳区·安贞","小红书","电子商务","D轮及以上","1000-9999人","五险一金，生日福利，年终奖，零食下午茶，带薪年假，加班补助，包吃，定期体检，股票期权，住房补贴，餐补，团建聚餐","35-60K·15薪","3-5年","本科","Java,C/C++,HTTP","2024-12-19"
"后端开发","语音/视频/图形开发","流媒体服务端研发工程师","上海","上海·浦东新区·张江","闪马智能","计算机软件","C轮","100-499人","股票期权，补充医疗保险，定期体检，带薪年假，包吃，零食下午茶，五险一金，员工旅游，年终奖，节日福利","15-30K·13薪","3-5年","本科","C++,音视频编解码,流媒体技术","2024-12-19"
